DateTime,Artist Name,Genre,Stage Location,Expected Audience Size,Actual Audience Size,Audience Engagement Score,Performance Duration,Setup Time,Tear Down Time
1/19/2024 6:35:26 AM,Syntax Error,Hip Hop,Indie Arena,9090,9090,3,36,55,25
1/15/2024 7:33:41 PM,The Query Strings,Jazz,Main Stage,704,704,9,107,44,30
10/27/2023 6:02:09 PM,Segmentation Fault,Hip Hop,Indie Arena,3079,3079,4,79,50,23
4/26/2024 12:46:54 PM,Random Forest,Indie,Main Stage,7240,2565,1,94,48,28
10/31/2023 5:11:00 AM,The Algorithmics,Hip Hop,DJ Tent,7165,7165,1,96,30,33
7/3/2023 10:36:48 PM,Syntax Error,Indie,Indie Arena,5016,5016,7,73,38,45
8/20/2023 1:46:53 PM,Byte Beat,Hip Hop,DJ Tent,6900,5690,7,60,28,23
4/22/2023 6:03:49 PM,Epsilon Greedy,Indie,DJ Tent,697,697,2,72,40,50
3/4/2024 6:06:15 PM,Parallel Processors,Hip Hop,Indie Arena,9824,1042,9,106,22,53
4/18/2024 5:27:21 PM,Infinite Loop,Hip Hop,Main Stage,7420,7420,9,77,28,40
12/24/2023 8:48:49 AM,The Data Wranglers,Electronic,DJ Tent,8805,4420,5,111,45,22
2/7/2024 11:38:06 AM,Neural Nets,Indie,DJ Tent,5722,1823,3,110,16,38
11/24/2023 9:08:23 AM,Cache Miss,Indie,Indie Arena,1977,1977,3,110,18,22
5/19/2023 4:59:21 PM,Recursive Rhythms,Indie,Indie Arena,1799,1799,3,90,15,33
8/26/2023 9:19:55 PM,Infinite Loop,Rock,Indie Arena,9321,6683,6,104,34,44
7/20/2023 8:33:27 PM,Bit Rate,Hip Hop,Indie Arena,5880,1806,4,113,28,36
10/20/2023 8:37:29 PM,The Algorithmics,Indie,Indie Arena,816,816,8,39,54,23
4/14/2024 6:22:16 AM,Infinite Loop,Rock,VIP Lounge,4186,2626,5,58,39,58
2/24/2024 6:20:44 PM,The Query Strings,Electronic,Indie Arena,765,765,1,77,39,18
3/15/2024 8:50:30 AM,Epsilon Greedy,Indie,Main Stage,7946,4234,9,110,17,51
1/22/2024 3:01:55 AM,The Algorithmics,Indie,DJ Tent,6711,6711,1,91,19,22
5/7/2023 3:20:20 AM,Cluster Funk,Rock,Main Stage,1179,1179,6,42,52,15
12/31/2023 6:14:35 PM,The Query Strings,Hip Hop,Main Stage,8519,6019,1,73,40,42
5/13/2023 2:48:52 PM,Syntax Error,Electronic,VIP Lounge,8440,4585,3,76,54,20
2/26/2024 11:47:13 AM,Cluster Funk,Indie,Indie Arena,1169,1169,5,93,52,50
2/4/2024 8:27:31 PM,Bit Rate,Hip Hop,DJ Tent,5363,5363,7,82,52,25
11/27/2023 3:02:48 AM,Random Forest,Electronic,Main Stage,8051,8051,8,119,18,19
7/3/2023 2:47:50 PM,Bit Rate,Jazz,Indie Arena,1463,784,9,106,21,38
8/18/2023 7:23:06 AM,Neural Nets,Jazz,Indie Arena,4608,682,6,105,44,32
8/17/2023 9:20:53 PM,Recursive Rhythms,Electronic,VIP Lounge,1855,1855,9,73,44,34
10/21/2023 2:41:09 PM,Cache Miss,Rock,VIP Lounge,619,619,8,57,33,42
5/23/2023 10:14:31 AM,Parallel Processors,Electronic,VIP Lounge,5563,2951,9,31,53,27
5/21/2023 4:13:44 PM,Infinite Loop,Electronic,DJ Tent,7333,1713,4,86,49,19
7/12/2023 9:46:41 PM,The Data Wranglers,Rock,Main Stage,1202,1202,9,86,54,44
5/25/2023 7:22:16 AM,Cluster Funk,Rock,VIP Lounge,697,697,7,63,47,15
3/23/2024 9:21:49 PM,Epsilon Greedy,Hip Hop,VIP Lounge,3373,1104,5,116,47,36
11/3/2023 10:00:05 PM,Segmentation Fault,Hip Hop,VIP Lounge,5881,5881,5,87,28,32
4/22/2023 4:10:47 AM,Parallel Processors,Rock,Main Stage,6356,3132,1,81,52,19
10/5/2023 1:26:39 AM,Random Forest,Jazz,Main Stage,7358,7358,2,58,24,45
4/26/2024 12:45:04 AM,The Algorithmics,Jazz,VIP Lounge,8880,8880,3,64,42,20
2/4/2024 4:30:30 PM,Segmentation Fault,Electronic,VIP Lounge,6654,4311,8,104,28,41
2/9/2024 8:54:32 AM,The Algorithmics,Indie,Indie Arena,9699,2439,6,77,50,39
11/22/2023 9:20:19 PM,Random Forest,Electronic,VIP Lounge,8102,3603,5,62,52,43
8/1/2023 3:43:00 PM,Byte Beat,Electronic,DJ Tent,4946,4946,1,104,30,42
9/27/2023 2:45:54 AM,Parallel Processors,Indie,DJ Tent,9921,9449,9,102,35,30
3/10/2024 1:27:06 AM,Epsilon Greedy,Rock,VIP Lounge,9286,594,3,107,42,26
12/30/2023 6:33:28 AM,Syntax Error,Jazz,Main Stage,4898,3713,3,38,47,34
7/6/2023 5:21:26 PM,Infinite Loop,Electronic,Indie Arena,6705,2289,2,77,20,32
5/31/2023 8:30:56 PM,Segmentation Fault,Indie,Main Stage,3086,3086,4,96,55,48
9/26/2023 8:21:40 PM,Cache Miss,Hip Hop,VIP Lounge,500,500,2,112,29,37
1/5/2024 10:34:07 PM,Neural Nets,Electronic,DJ Tent,2955,2955,9,65,58,59
8/13/2023 1:10:33 PM,The Query Strings,Jazz,Indie Arena,3512,3512,7,100,17,41
7/6/2023 7:13:38 PM,The Data Wranglers,Rock,Main Stage,156,156,8,73,57,31
8/13/2023 7:27:43 AM,Syntax Error,Electronic,Main Stage,8122,3180,3,111,49,35
9/21/2023 9:41:53 PM,Neural Nets,Electronic,VIP Lounge,1975,146,6,89,28,54
6/21/2023 5:03:34 PM,Recursive Rhythms,Indie,Indie Arena,4643,3908,6,92,16,45
9/24/2023 3:54:53 PM,Infinite Loop,Hip Hop,DJ Tent,4398,2758,1,34,43,17
5/20/2023 7:12:05 PM,Neural Nets,Hip Hop,VIP Lounge,3868,3868,6,116,18,31
7/28/2023 6:42:00 PM,The Algorithmics,Rock,Indie Arena,5852,5852,3,115,40,40
9/22/2023 8:53:02 AM,Random Forest,Jazz,Main Stage,4933,506,3,119,26,37
9/7/2023 11:04:05 AM,Cache Miss,Rock,VIP Lounge,1453,1453,3,105,16,20
11/17/2023 8:52:10 PM,Infinite Loop,Electronic,Main Stage,5087,4418,8,69,31,42
9/11/2023 1:11:00 PM,Parallel Processors,Electronic,Main Stage,6697,4138,5,48,49,22
4/6/2024 5:23:08 AM,Random Forest,Hip Hop,VIP Lounge,4411,4411,4,76,24,59
9/7/2023 1:11:14 AM,Hello World,Jazz,VIP Lounge,3034,3034,9,94,36,22
7/30/2023 6:11:30 PM,Recursive Rhythms,Indie,VIP Lounge,122,122,9,96,55,33
1/7/2024 9:13:11 PM,Cluster Funk,Jazz,VIP Lounge,1309,1196,1,47,57,52
1/2/2024 4:05:50 AM,The Data Wranglers,Electronic,VIP Lounge,9040,5202,2,79,35,43
12/14/2023 3:02:41 AM,Bit Rate,Indie,Main Stage,904,904,8,59,29,37
8/31/2023 7:11:11 PM,Cluster Funk,Jazz,DJ Tent,8425,8168,5,95,49,46
4/17/2023 5:39:42 AM,The Query Strings,Jazz,DJ Tent,4516,4516,7,34,35,24
4/15/2024 9:58:34 PM,The Algorithmics,Indie,VIP Lounge,8725,7809,1,71,35,41
8/26/2023 10:13:05 AM,Hello World,Electronic,Main Stage,5241,5241,5,113,35,15
5/19/2023 2:26:58 PM,Epsilon Greedy,Jazz,DJ Tent,5068,4834,3,34,58,53
5/9/2024 11:24:16 AM,The Algorithmics,Indie,DJ Tent,3771,3771,2,79,46,43
8/17/2023 3:00:55 AM,The Query Strings,Electronic,DJ Tent,7392,1511,2,114,19,59
11/27/2023 3:32:20 PM,The Query Strings,Indie,Main Stage,7101,1209,9,87,53,17
5/24/2023 12:57:15 PM,Byte Beat,Indie,VIP Lounge,2198,436,4,108,23,51
11/26/2023 6:23:56 AM,Parallel Processors,Jazz,VIP Lounge,8544,7242,4,113,32,45
5/8/2024 2:30:56 PM,The Data Wranglers,Electronic,VIP Lounge,5161,5161,7,37,35,25
12/28/2023 4:46:04 PM,Random Forest,Jazz,Indie Arena,9421,4825,2,60,22,36
12/12/2023 8:55:45 PM,Cache Miss,Rock,Indie Arena,3364,3364,3,41,58,32
3/2/2024 9:02:23 PM,Parallel Processors,Rock,Indie Arena,5535,739,3,50,48,49
7/31/2023 4:00:44 PM,Recursive Rhythms,Electronic,Main Stage,8593,7078,6,91,24,20
4/17/2024 9:57:43 PM,Cluster Funk,Indie,DJ Tent,6791,6791,3,119,55,17
10/2/2023 4:26:20 PM,The Query Strings,Jazz,DJ Tent,2863,2863,5,62,38,19
7/31/2023 11:06:36 PM,Cluster Funk,Jazz,Main Stage,4105,4105,4,55,54,23
6/9/2023 2:43:58 PM,Syntax Error,Electronic,Main Stage,3341,3341,3,119,38,42
6/5/2023 3:09:27 AM,Cluster Funk,Electronic,VIP Lounge,3157,1002,8,69,46,33
5/7/2024 6:54:33 AM,Epsilon Greedy,Rock,VIP Lounge,650,650,3,94,47,42
5/3/2024 3:08:50 AM,Infinite Loop,Hip Hop,Indie Arena,5674,5674,6,88,52,41
4/28/2024 5:12:19 PM,Syntax Error,Electronic,Indie Arena,5511,5511,7,44,58,27
4/13/2023 7:46:20 PM,Syntax Error,Hip Hop,Main Stage,1687,1687,7,30,48,52
4/23/2024 10:01:53 AM,The Data Wranglers,Electronic,Indie Arena,6020,1904,2,40,25,57
7/11/2023 3:05:53 AM,Parallel Processors,Indie,DJ Tent,5360,3281,3,84,45,35
2/19/2024 11:05:27 AM,The Data Wranglers,Indie,Main Stage,4509,2647,4,31,32,41
3/23/2024 1:26:43 PM,Segmentation Fault,Rock,Main Stage,5883,5883,7,94,37,20
12/29/2023 6:30:14 AM,Neural Nets,Rock,DJ Tent,812,812,2,73,36,52
5/15/2023 7:42:42 AM,The Data Wranglers,Hip Hop,VIP Lounge,5506,4033,3,45,57,25
9/26/2023 9:15:01 PM,Cluster Funk,Electronic,VIP Lounge,8090,7013,7,51,32,55
5/16/2023 5:19:49 PM,Random Forest,Jazz,DJ Tent,7520,6734,7,47,54,31
11/18/2023 11:31:20 AM,Cluster Funk,Rock,DJ Tent,6943,706,3,76,55,53
1/7/2024 6:05:14 AM,Random Forest,Jazz,Indie Arena,2533,2533,1,110,53,21
6/26/2023 3:20:19 PM,Infinite Loop,Jazz,Main Stage,3401,3401,3,59,34,44
5/31/2023 10:09:36 PM,Parallel Processors,Electronic,Indie Arena,370,370,5,39,27,35
8/15/2023 6:48:34 AM,Infinite Loop,Hip Hop,DJ Tent,1179,1179,7,87,59,15
4/24/2023 5:24:27 PM,Parallel Processors,Electronic,Indie Arena,5422,5422,4,91,15,39
8/22/2023 12:36:08 AM,Parallel Processors,Rock,DJ Tent,8895,3335,1,114,18,46
6/3/2023 12:11:19 PM,Syntax Error,Jazz,Indie Arena,5357,5357,6,109,38,22
5/15/2023 11:21:26 PM,Segmentation Fault,Electronic,Indie Arena,8082,5609,2,35,50,19
5/29/2023 1:13:40 AM,Random Forest,Electronic,VIP Lounge,9877,3613,3,96,50,44
6/20/2023 12:23:25 PM,Syntax Error,Electronic,DJ Tent,6314,4634,4,70,59,22
3/13/2024 1:04:04 PM,The Data Wranglers,Rock,Indie Arena,5106,4867,6,72,16,33
7/25/2023 5:58:39 PM,The Algorithmics,Hip Hop,Main Stage,4085,4085,6,114,42,58
1/13/2024 1:27:18 PM,Epsilon Greedy,Electronic,Indie Arena,9687,6232,7,106,40,44
10/3/2023 9:31:38 AM,Parallel Processors,Rock,Indie Arena,8891,8076,5,47,37,29
1/16/2024 12:41:31 PM,Random Forest,Jazz,Main Stage,8805,3294,7,87,29,50
4/16/2023 11:38:01 PM,Infinite Loop,Indie,DJ Tent,6091,1090,2,89,50,58
2/6/2024 5:08:10 PM,Cluster Funk,Rock,VIP Lounge,6327,2323,1,117,41,41
10/31/2023 3:04:38 PM,Cache Miss,Indie,VIP Lounge,9358,3679,8,56,20,27
11/11/2023 3:29:54 PM,The Data Wranglers,Electronic,VIP Lounge,7933,2164,1,97,49,28
12/23/2023 4:57:03 AM,Cache Miss,Electronic,Main Stage,2986,2986,2,51,53,51
1/4/2024 8:26:12 AM,Hello World,Rock,Indie Arena,2753,1727,6,53,52,44
3/21/2024 2:21:52 PM,Hello World,Indie,DJ Tent,9380,3144,1,69,49,53
6/27/2023 2:42:53 PM,Recursive Rhythms,Electronic,Indie Arena,4964,4964,3,103,50,27
4/12/2024 7:22:25 AM,Cluster Funk,Jazz,VIP Lounge,2614,2614,7,95,24,30
12/15/2023 8:02:45 AM,Hello World,Hip Hop,Indie Arena,4069,2334,8,69,44,58
6/16/2023 2:50:24 PM,Neural Nets,Hip Hop,Main Stage,3384,3384,4,35,55,21
1/3/2024 1:33:51 PM,Infinite Loop,Electronic,Main Stage,7840,7112,3,47,52,41
9/13/2023 10:15:19 PM,Parallel Processors,Indie,DJ Tent,4666,1639,1,110,43,59
9/30/2023 1:12:30 AM,Syntax Error,Electronic,DJ Tent,2296,2296,9,116,57,49
9/7/2023 4:12:48 PM,Segmentation Fault,Indie,VIP Lounge,889,889,6,59,53,29
5/6/2024 7:57:18 PM,The Data Wranglers,Jazz,DJ Tent,3575,3575,6,50,18,42
7/8/2023 3:02:39 PM,Cache Miss,Indie,Indie Arena,9956,5779,9,91,19,49
12/14/2023 12:06:33 AM,Cluster Funk,Electronic,Main Stage,1409,744,1,39,18,21
10/14/2023 9:44:42 AM,Recursive Rhythms,Jazz,Main Stage,964,964,6,42,50,34
3/5/2024 6:38:26 PM,Neural Nets,Rock,Main Stage,5489,3733,5,105,59,46
4/16/2023 7:50:11 AM,Cluster Funk,Hip Hop,DJ Tent,3463,3463,6,38,30,52
5/1/2024 6:13:47 PM,Syntax Error,Electronic,Main Stage,8315,7418,8,97,39,54
2/2/2024 1:50:56 AM,The Algorithmics,Electronic,Main Stage,3103,2021,5,68,28,46
8/14/2023 9:13:02 AM,The Algorithmics,Electronic,Main Stage,8602,8602,2,53,25,40
3/15/2024 9:06:34 AM,Neural Nets,Jazz,VIP Lounge,1331,1331,2,63,43,53
12/19/2023 10:05:01 PM,Bit Rate,Rock,VIP Lounge,8059,4268,5,90,48,34
1/31/2024 5:02:49 PM,Infinite Loop,Indie,DJ Tent,2811,1918,3,70,36,32
6/30/2023 10:00:26 PM,Hello World,Rock,Main Stage,6681,1721,3,34,28,29
12/6/2023 1:54:52 AM,Hello World,Jazz,DJ Tent,7805,7805,8,108,38,36
4/21/2023 12:13:26 AM,Infinite Loop,Electronic,Main Stage,521,521,7,79,53,36
4/13/2024 12:20:59 PM,Infinite Loop,Hip Hop,Main Stage,1046,1046,1,33,40,35
12/10/2023 12:25:40 PM,Random Forest,Electronic,Main Stage,9478,6453,5,80,57,16
3/9/2024 9:36:09 PM,Byte Beat,Indie,DJ Tent,1934,1934,9,81,50,54
5/6/2024 12:17:06 PM,Infinite Loop,Hip Hop,DJ Tent,1664,1664,4,68,53,57
2/6/2024 5:41:17 PM,Cluster Funk,Electronic,Main Stage,7432,7432,1,37,30,32
11/23/2023 2:46:34 AM,Recursive Rhythms,Hip Hop,Indie Arena,5044,5044,8,74,52,37
4/29/2024 7:10:41 PM,Random Forest,Rock,DJ Tent,1408,1408,5,117,46,27
6/19/2023 7:05:57 AM,Bit Rate,Jazz,VIP Lounge,3086,303,2,57,20,55
6/20/2023 9:55:06 PM,The Data Wranglers,Electronic,DJ Tent,486,486,1,56,48,23
10/18/2023 3:09:48 PM,Random Forest,Indie,Main Stage,6231,3592,3,94,22,21
12/16/2023 7:26:39 PM,The Query Strings,Rock,Indie Arena,9453,2825,9,63,44,55
1/18/2024 5:49:21 AM,Hello World,Electronic,Main Stage,3358,3358,1,110,41,15
12/21/2023 4:08:45 AM,Syntax Error,Rock,VIP Lounge,6221,6221,4,91,21,16
6/15/2023 9:27:20 PM,The Query Strings,Indie,DJ Tent,4911,4687,8,91,41,18
4/1/2024 4:22:02 PM,Cluster Funk,Electronic,DJ Tent,6674,6084,8,67,39,28
11/13/2023 1:56:28 PM,Cache Miss,Indie,Main Stage,6797,6797,8,55,55,46
9/18/2023 9:05:37 PM,Cache Miss,Hip Hop,Main Stage,4033,4033,8,53,29,50
1/8/2024 1:43:07 AM,Infinite Loop,Indie,VIP Lounge,1539,1539,4,68,39,16
7/23/2023 8:56:06 AM,The Data Wranglers,Hip Hop,Indie Arena,6269,3409,8,50,36,54
3/4/2024 5:03:30 AM,Random Forest,Electronic,VIP Lounge,4580,1054,9,76,32,28
5/6/2023 11:19:59 AM,The Algorithmics,Hip Hop,Indie Arena,155,155,7,77,26,34
2/1/2024 3:07:31 PM,Cache Miss,Electronic,DJ Tent,3424,3321,2,42,37,39
3/29/2024 11:39:48 AM,Neural Nets,Electronic,Indie Arena,6877,259,9,32,59,56
6/23/2023 12:41:21 AM,Infinite Loop,Jazz,Indie Arena,205,205,8,61,53,22
9/30/2023 11:11:17 PM,Neural Nets,Electronic,DJ Tent,3301,3301,5,64,39,42
7/18/2023 3:22:45 PM,Parallel Processors,Hip Hop,DJ Tent,769,203,3,48,24,35
8/21/2023 11:56:51 PM,The Data Wranglers,Jazz,DJ Tent,9034,3643,7,43,44,37
5/14/2023 3:19:59 PM,Segmentation Fault,Jazz,VIP Lounge,1066,1066,2,77,24,46
4/3/2024 3:37:44 PM,Syntax Error,Electronic,DJ Tent,407,407,3,115,48,22
6/9/2023 11:16:03 AM,Hello World,Indie,Main Stage,2238,2238,9,110,27,45
11/7/2023 12:18:44 AM,Random Forest,Indie,DJ Tent,209,209,4,97,43,51
8/4/2023 4:57:57 AM,Bit Rate,Jazz,DJ Tent,3732,3732,4,74,52,30
6/11/2023 4:28:56 PM,Syntax Error,Electronic,DJ Tent,6828,5657,3,48,55,54
4/14/2024 10:46:59 AM,Infinite Loop,Indie,Indie Arena,5784,3252,5,93,59,56
8/13/2023 12:52:16 AM,Cluster Funk,Electronic,VIP Lounge,6599,2837,3,95,23,41
4/29/2023 11:16:43 AM,Epsilon Greedy,Electronic,DJ Tent,2015,2015,9,108,27,54
11/16/2023 4:35:32 AM,Epsilon Greedy,Jazz,VIP Lounge,656,656,3,95,51,55
5/3/2024 1:26:32 PM,Bit Rate,Jazz,Main Stage,7719,7449,2,104,28,32
9/2/2023 7:23:11 AM,Epsilon Greedy,Rock,Main Stage,204,204,5,74,51,49
4/27/2023 10:36:40 PM,Cache Miss,Indie,DJ Tent,2147,2147,6,116,23,29
7/15/2023 5:34:23 PM,Recursive Rhythms,Indie,Main Stage,245,245,1,103,22,41
6/28/2023 12:22:31 AM,Segmentation Fault,Indie,VIP Lounge,973,899,6,96,53,31
4/5/2024 4:33:04 PM,Parallel Processors,Hip Hop,Indie Arena,398,398,3,98,54,54
5/4/2023 1:56:38 PM,Segmentation Fault,Electronic,DJ Tent,3338,3338,4,32,17,16
9/13/2023 10:05:17 PM,Parallel Processors,Jazz,Main Stage,8937,2594,6,67,54,45
8/23/2023 7:17:46 AM,Random Forest,Indie,VIP Lounge,6482,1881,8,106,47,51
6/1/2023 12:34:23 PM,Random Forest,Rock,VIP Lounge,2611,1522,9,71,46,55
10/27/2023 2:15:29 AM,Segmentation Fault,Indie,Main Stage,6696,6696,6,112,21,55
12/18/2023 2:06:23 PM,The Data Wranglers,Electronic,VIP Lounge,883,379,7,69,33,48
9/21/2023 7:46:52 AM,Random Forest,Electronic,VIP Lounge,5092,5092,5,79,48,48
11/29/2023 5:55:10 PM,The Data Wranglers,Jazz,DJ Tent,470,470,9,64,28,17
7/11/2023 9:31:56 AM,Infinite Loop,Hip Hop,VIP Lounge,586,586,4,53,33,31
6/12/2023 11:42:37 PM,Recursive Rhythms,Jazz,Main Stage,7478,4404,6,117,40,28
2/7/2024 7:25:10 PM,The Query Strings,Indie,DJ Tent,3296,3296,5,46,31,28
3/11/2024 11:42:22 PM,Neural Nets,Rock,Main Stage,9652,8028,1,69,42,52
4/30/2024 11:29:42 AM,Bit Rate,Jazz,Indie Arena,4387,4288,5,103,33,49
7/26/2023 5:53:45 AM,Hello World,Hip Hop,Main Stage,2361,2361,5,95,41,15
3/18/2024 10:02:33 AM,Infinite Loop,Jazz,Main Stage,9248,4772,9,73,33,43
5/6/2023 2:51:30 PM,Syntax Error,Electronic,DJ Tent,8672,1438,1,52,47,18
8/19/2023 12:38:29 PM,Random Forest,Indie,VIP Lounge,338,338,5,35,21,47
10/3/2023 6:39:09 AM,Segmentation Fault,Indie,Main Stage,6943,6943,7,95,43,31
6/7/2023 11:56:13 PM,Neural Nets,Indie,DJ Tent,1205,1205,6,50,57,42
1/8/2024 12:43:45 PM,Parallel Processors,Indie,Indie Arena,1486,1486,6,64,19,40
3/18/2024 8:35:07 AM,Neural Nets,Indie,DJ Tent,9819,1150,7,58,44,22
5/13/2023 12:11:33 AM,Byte Beat,Indie,DJ Tent,1767,1767,6,36,57,48
3/13/2024 9:26:06 AM,Syntax Error,Rock,VIP Lounge,2791,2791,5,82,22,32
10/16/2023 8:40:15 AM,Infinite Loop,Hip Hop,Main Stage,7856,2582,5,66,56,45
1/6/2024 5:52:29 PM,The Algorithmics,Indie,Indie Arena,2096,2096,9,52,26,41
6/4/2023 10:40:05 PM,Segmentation Fault,Hip Hop,DJ Tent,1525,1525,8,37,56,30
5/30/2023 9:39:05 AM,Hello World,Indie,Main Stage,8123,831,4,105,27,24
4/21/2023 12:36:19 AM,Segmentation Fault,Jazz,Main Stage,6949,3573,4,77,40,54
4/29/2023 7:43:24 PM,Random Forest,Indie,DJ Tent,3347,3347,5,39,32,26
4/21/2023 1:20:07 AM,Parallel Processors,Electronic,Main Stage,2692,2692,3,108,56,36
9/9/2023 12:52:29 PM,Cluster Funk,Rock,DJ Tent,1590,1590,8,53,34,30
12/13/2023 8:41:38 PM,The Query Strings,Jazz,DJ Tent,1324,1324,7,119,30,26
4/14/2023 5:20:50 AM,The Data Wranglers,Jazz,DJ Tent,2687,1551,5,76,51,25
11/5/2023 5:19:08 AM,Bit Rate,Electronic,Indie Arena,7814,3130,3,82,17,34
8/6/2023 7:58:50 AM,Bit Rate,Indie,DJ Tent,3164,3164,5,68,41,15
6/18/2023 6:25:26 PM,Cluster Funk,Rock,VIP Lounge,7904,7904,3,96,29,41
5/30/2023 3:04:06 PM,Bit Rate,Jazz,Main Stage,932,552,5,95,48,17
2/25/2024 2:08:24 PM,Syntax Error,Rock,Indie Arena,2540,2540,1,35,59,26
2/18/2024 3:26:23 AM,The Query Strings,Jazz,Main Stage,4895,3935,6,50,36,44
8/23/2023 2:22:55 PM,Cluster Funk,Indie,Indie Arena,1746,1746,4,102,54,23
12/17/2023 8:11:33 AM,Recursive Rhythms,Jazz,VIP Lounge,540,540,4,103,37,51
4/4/2024 12:42:48 PM,Bit Rate,Jazz,Indie Arena,6056,1100,8,65,18,15
12/24/2023 6:07:44 AM,Bit Rate,Hip Hop,Indie Arena,9821,7435,2,32,55,56
4/21/2023 9:16:26 AM,The Data Wranglers,Indie,Indie Arena,2467,2467,4,117,37,18
10/10/2023 8:23:55 PM,Parallel Processors,Electronic,Main Stage,6796,5534,2,115,23,29
5/14/2023 4:01:46 PM,Parallel Processors,Electronic,DJ Tent,5290,3822,1,107,38,41
3/10/2024 7:33:24 PM,The Algorithmics,Indie,Main Stage,4763,3966,3,71,35,22
5/3/2024 3:33:15 AM,Bit Rate,Electronic,DJ Tent,7162,4068,8,74,55,37
8/31/2023 3:14:27 PM,Cache Miss,Indie,Main Stage,4431,1379,6,73,30,29
8/8/2023 2:01:15 AM,Segmentation Fault,Electronic,VIP Lounge,9596,4164,7,62,39,41
8/5/2023 10:26:58 PM,Cluster Funk,Hip Hop,VIP Lounge,3134,3134,2,89,40,45
2/6/2024 5:16:26 PM,Random Forest,Electronic,Indie Arena,9477,8145,6,115,59,53
8/17/2023 11:36:21 AM,Hello World,Jazz,VIP Lounge,3362,3362,8,112,23,22
8/10/2023 9:25:12 PM,Infinite Loop,Indie,Indie Arena,2207,2207,8,112,29,44
4/22/2024 2:01:03 AM,The Algorithmics,Rock,DJ Tent,7136,5134,4,99,53,56
11/8/2023 7:53:44 PM,Epsilon Greedy,Rock,VIP Lounge,4420,1623,6,112,47,32
3/18/2024 8:45:07 AM,Recursive Rhythms,Indie,DJ Tent,6038,2684,5,106,15,18
2/5/2024 3:31:20 AM,Random Forest,Hip Hop,Main Stage,2847,2818,9,55,19,57
12/20/2023 12:55:13 AM,The Data Wranglers,Electronic,DJ Tent,4777,4777,8,115,23,36
8/6/2023 7:49:32 PM,Hello World,Hip Hop,Main Stage,8072,6300,2,50,58,17
3/1/2024 8:56:05 AM,Random Forest,Rock,DJ Tent,4364,1261,7,31,20,29
11/26/2023 2:21:35 PM,Recursive Rhythms,Indie,DJ Tent,3233,3233,7,76,42,49
11/3/2023 7:18:32 PM,Neural Nets,Indie,VIP Lounge,1565,1565,1,59,59,52
9/27/2023 10:55:33 PM,Segmentation Fault,Hip Hop,DJ Tent,4209,1210,1,56,40,47
4/27/2023 8:20:38 AM,Hello World,Hip Hop,VIP Lounge,2311,2311,4,100,42,28
5/30/2023 12:33:05 AM,Neural Nets,Electronic,VIP Lounge,5639,5639,5,49,54,15
4/6/2024 3:44:00 AM,Random Forest,Jazz,Indie Arena,9835,2433,4,79,29,40
2/1/2024 3:23:31 PM,The Query Strings,Jazz,Indie Arena,1789,1789,7,52,20,22
4/23/2023 4:32:57 AM,Byte Beat,Electronic,Main Stage,9863,3590,3,42,41,30
9/22/2023 2:46:21 PM,The Query Strings,Jazz,DJ Tent,7827,4685,7,110,52,52
8/17/2023 12:38:07 AM,Segmentation Fault,Rock,Main Stage,7864,1145,8,33,18,24
8/12/2023 12:39:40 AM,Hello World,Jazz,DJ Tent,4641,4641,6,43,25,56
1/9/2024 2:36:06 PM,Hello World,Electronic,Indie Arena,3641,3641,6,49,35,51
5/20/2023 12:03:18 PM,Segmentation Fault,Jazz,Indie Arena,918,918,8,42,44,40
9/6/2023 2:03:15 AM,Neural Nets,Indie,DJ Tent,4621,4621,8,32,32,42
5/4/2023 7:03:38 PM,Recursive Rhythms,Hip Hop,DJ Tent,1224,1224,7,119,49,26
2/26/2024 8:05:12 AM,Parallel Processors,Rock,Indie Arena,5760,2010,6,119,17,34
3/6/2024 10:59:45 AM,Byte Beat,Indie,Indie Arena,5741,1523,6,111,26,28
5/26/2023 8:11:39 PM,Random Forest,Indie,Main Stage,1229,1229,6,107,41,49
8/27/2023 6:27:48 AM,Infinite Loop,Electronic,Indie Arena,1802,1802,8,76,44,43
6/15/2023 12:23:34 PM,The Data Wranglers,Hip Hop,DJ Tent,2101,1262,1,32,35,26
3/19/2024 4:17:23 AM,The Query Strings,Hip Hop,Main Stage,7012,5747,5,30,52,32
4/29/2023 2:43:28 AM,The Query Strings,Rock,DJ Tent,3978,3978,3,119,35,58
10/23/2023 9:20:23 AM,Syntax Error,Electronic,VIP Lounge,7332,469,8,53,52,16
11/20/2023 2:29:21 AM,Epsilon Greedy,Rock,Main Stage,6431,3709,6,64,54,16
8/20/2023 2:46:48 PM,Syntax Error,Jazz,DJ Tent,6135,5333,2,43,29,31
5/8/2024 6:44:42 AM,Byte Beat,Indie,Indie Arena,6623,6623,7,96,32,24
8/25/2023 5:16:10 AM,The Data Wranglers,Rock,VIP Lounge,8211,8211,7,42,43,32
4/13/2023 11:26:17 PM,The Query Strings,Indie,DJ Tent,8836,1390,5,76,52,36
9/27/2023 5:00:10 PM,The Data Wranglers,Electronic,Main Stage,2501,2501,8,79,35,33
10/5/2023 7:04:12 PM,Infinite Loop,Jazz,DJ Tent,9581,5239,5,107,31,15
11/14/2023 12:54:46 AM,Random Forest,Electronic,VIP Lounge,9074,1411,1,114,55,38
6/23/2023 1:51:41 AM,Hello World,Jazz,Main Stage,639,639,9,55,32,50
