Date,Event Name,Ticket Type,Attendee Age,Attendee Gender,Transportation Mode,Accommodation Type,Ticket Price,Tickets Sold
2024-10-05 05:12:09.995013,Cosmic Sound Festival,Group Discount,Under 18,Non-binary,Car,Stay with Friends/Family,239,488
2024-10-06 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Male,Walk,Camping,299,491
2024-10-07 05:12:09.995013,Cosmic Sound Festival,Group Discount,Over 55,Non-binary,Walk,Hostel,98,285
2024-10-08 05:12:09.995013,Retro Rewind Concert,General Admission,36-45,Female,Bike,Camping,221,55
2024-10-09 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Prefer not to say,Public Transport,Hotel,179,58
2024-10-10 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Prefer not to say,Walk,Hostel,56,478
2024-10-11 05:12:09.995013,Retro Rewind Concert,General Admission,18-25,Male,Bike,Hostel,170,262
2024-10-12 05:12:09.995013,ElectroBeat Expo,VIP,36-45,Female,Bike,Hostel,167,205
2024-10-13 05:12:09.995013,Cosmic Sound Festival,General Admission,26-35,Non-binary,Bike,Stay with Friends/Family,251,274
2024-10-14 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,36-45,Female,Rideshare,Hostel,138,331
2024-10-15 05:12:09.995013,Jazz & Jive Weekend,General Admission,46-55,Non-binary,Rideshare,Camping,200,250
2024-10-16 05:12:09.995013,Retro Rewind Concert,VIP,36-45,Male,Bike,Hotel,81,309
2024-10-17 05:12:09.995013,ElectroBeat Expo,VIP,36-45,Male,Public Transport,Stay with Friends/Family,219,497
2024-10-18 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,46-55,Prefer not to say,Public Transport,Hostel,156,64
2024-10-19 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,18-25,Prefer not to say,Bike,Hotel,224,100
2024-10-20 05:12:09.995013,Cosmic Sound Festival,VIP,36-45,Male,Rideshare,Hostel,96,488
2024-10-21 05:12:09.995013,Jazz & Jive Weekend,General Admission,36-45,Prefer not to say,Walk,Airbnb,252,333
2024-10-22 05:12:09.995013,ElectroBeat Expo,Group Discount,Under 18,Non-binary,Rideshare,Hostel,147,281
2024-10-23 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Non-binary,Car,Hotel,113,146
2024-10-24 05:12:09.995013,Cosmic Sound Festival,General Admission,Under 18,Female,Walk,Airbnb,73,30
2024-10-25 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Male,Car,Camping,240,325
2024-10-26 05:12:09.995013,RockNRebel Music Fest,VIP,36-45,Male,Bike,Stay with Friends/Family,177,269
2024-10-27 05:12:09.995013,Jazz & Jive Weekend,General Admission,Under 18,Prefer not to say,Bike,Stay with Friends/Family,274,464
2024-10-28 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Male,Public Transport,Camping,278,387
2024-10-29 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Male,Walk,Camping,179,397
2024-10-30 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,Over 55,Male,Bike,Stay with Friends/Family,111,188
2024-10-31 05:12:09.995013,Cosmic Sound Festival,Group Discount,46-55,Female,Public Transport,Airbnb,166,322
2024-11-01 05:12:09.995013,ElectroBeat Expo,Group Discount,18-25,Non-binary,Bike,Stay with Friends/Family,260,134
2024-11-02 05:12:09.995013,Retro Rewind Concert,Group Discount,Over 55,Non-binary,Car,Hostel,92,405
2024-11-03 05:12:09.995013,Retro Rewind Concert,Group Discount,26-35,Male,Bike,Hostel,211,353
2024-11-04 05:12:09.995013,ElectroBeat Expo,VIP,36-45,Female,Rideshare,Camping,187,499
2024-11-05 05:12:09.995013,Retro Rewind Concert,General Admission,Under 18,Non-binary,Public Transport,Camping,281,393
2024-11-06 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Female,Car,Camping,94,494
2024-11-07 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Under 18,Male,Bike,Hotel,206,338
2024-11-08 05:12:09.995013,Jazz & Jive Weekend,VIP,46-55,Prefer not to say,Bike,Airbnb,246,109
2024-11-09 05:12:09.995013,ElectroBeat Expo,General Admission,46-55,Prefer not to say,Car,Camping,256,326
2024-11-10 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Prefer not to say,Bike,Hotel,277,348
2024-11-11 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,46-55,Non-binary,Rideshare,Camping,120,465
2024-11-12 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Over 55,Female,Walk,Airbnb,203,132
2024-11-13 05:12:09.995013,Jazz & Jive Weekend,Group Discount,26-35,Prefer not to say,Car,Airbnb,106,10
2024-11-14 05:12:09.995013,RockNRebel Music Fest,VIP,Under 18,Male,Public Transport,Hotel,60,68
2024-11-15 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Non-binary,Car,Stay with Friends/Family,218,230
2024-11-16 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,18-25,Non-binary,Rideshare,Airbnb,101,211
2024-11-17 05:12:09.995013,Jazz & Jive Weekend,VIP,46-55,Male,Public Transport,Airbnb,215,492
2024-11-18 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,18-25,Prefer not to say,Walk,Camping,271,312
2024-11-19 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Under 18,Male,Rideshare,Camping,113,17
2024-11-20 05:12:09.995013,Jazz & Jive Weekend,VIP,Over 55,Non-binary,Car,Hostel,99,83
2024-11-21 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Male,Bike,Camping,129,464
2024-11-22 05:12:09.995013,Retro Rewind Concert,Group Discount,26-35,Female,Bike,Hotel,199,407
2024-11-23 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Prefer not to say,Bike,Stay with Friends/Family,70,497
2024-11-24 05:12:09.995013,RockNRebel Music Fest,VIP,Under 18,Male,Public Transport,Hostel,264,357
2024-11-25 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Prefer not to say,Walk,Hotel,96,7
2024-11-26 05:12:09.995013,ElectroBeat Expo,General Admission,Under 18,Female,Car,Hostel,52,235
2024-11-27 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Under 18,Prefer not to say,Public Transport,Camping,208,363
2024-11-28 05:12:09.995013,Jazz & Jive Weekend,General Admission,18-25,Female,Rideshare,Hotel,216,123
2024-11-29 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Non-binary,Rideshare,Hotel,289,465
2024-11-30 05:12:09.995013,Retro Rewind Concert,VIP,36-45,Female,Bike,Hotel,176,1
2024-12-01 05:12:09.995013,Retro Rewind Concert,General Admission,Over 55,Non-binary,Walk,Camping,147,31
2024-12-02 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,26-35,Prefer not to say,Walk,Airbnb,221,165
2024-12-03 05:12:09.995013,ElectroBeat Expo,VIP,Over 55,Prefer not to say,Bike,Hotel,56,168
2024-12-04 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Female,Car,Camping,64,111
2024-12-05 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,26-35,Prefer not to say,Car,Airbnb,171,290
2024-12-06 05:12:09.995013,ElectroBeat Expo,VIP,18-25,Male,Walk,Airbnb,148,342
2024-12-07 05:12:09.995013,Cosmic Sound Festival,General Admission,26-35,Prefer not to say,Rideshare,Airbnb,283,71
2024-12-08 05:12:09.995013,Jazz & Jive Weekend,Group Discount,36-45,Prefer not to say,Bike,Camping,262,335
2024-12-09 05:12:09.995013,Jazz & Jive Weekend,VIP,Over 55,Female,Car,Camping,78,437
2024-12-10 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Male,Car,Airbnb,282,302
2024-12-11 05:12:09.995013,Retro Rewind Concert,VIP,18-25,Prefer not to say,Bike,Hostel,243,245
2024-12-12 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Under 18,Non-binary,Rideshare,Camping,297,137
2024-12-13 05:12:09.995013,Retro Rewind Concert,General Admission,Over 55,Female,Bike,Airbnb,276,371
2024-12-14 05:12:09.995013,RockNRebel Music Fest,VIP,46-55,Female,Rideshare,Hostel,250,17
2024-12-15 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Under 18,Female,Car,Hotel,172,432
2024-12-16 05:12:09.995013,ElectroBeat Expo,General Admission,18-25,Female,Walk,Stay with Friends/Family,162,12
2024-12-17 05:12:09.995013,Cosmic Sound Festival,VIP,18-25,Male,Rideshare,Hotel,140,165
2024-12-18 05:12:09.995013,RockNRebel Music Fest,Group Discount,46-55,Male,Public Transport,Hostel,57,15
2024-12-19 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,26-35,Non-binary,Rideshare,Hostel,67,485
2024-12-20 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,26-35,Prefer not to say,Public Transport,Hotel,96,52
2024-12-21 05:12:09.995013,Retro Rewind Concert,Group Discount,18-25,Prefer not to say,Bike,Camping,265,421
2024-12-22 05:12:09.995013,Cosmic Sound Festival,Group Discount,36-45,Male,Walk,Hostel,233,36
2024-12-23 05:12:09.995013,RockNRebel Music Fest,General Admission,18-25,Female,Bike,Stay with Friends/Family,62,197
2024-12-24 05:12:09.995013,RockNRebel Music Fest,General Admission,18-25,Prefer not to say,Public Transport,Stay with Friends/Family,156,66
2024-12-25 05:12:09.995013,Jazz & Jive Weekend,Group Discount,36-45,Prefer not to say,Public Transport,Hotel,213,15
2024-12-26 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Under 18,Male,Rideshare,Stay with Friends/Family,245,18
2024-12-27 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,36-45,Male,Walk,Airbnb,219,197
2024-12-28 05:12:09.995013,ElectroBeat Expo,VIP,36-45,Male,Bike,Airbnb,122,88
2024-12-29 05:12:09.995013,Jazz & Jive Weekend,Group Discount,18-25,Prefer not to say,Public Transport,Stay with Friends/Family,101,399
2024-12-30 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Over 55,Male,Bike,Hostel,205,386
2024-12-31 05:12:09.995013,Jazz & Jive Weekend,VIP,18-25,Female,Car,Camping,160,53
2025-01-01 05:12:09.995013,Retro Rewind Concert,Group Discount,Under 18,Male,Public Transport,Hotel,134,169
2025-01-02 05:12:09.995013,ElectroBeat Expo,Group Discount,18-25,Male,Car,Stay with Friends/Family,149,456
2025-01-03 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Non-binary,Car,Stay with Friends/Family,208,380
2025-01-04 05:12:09.995013,ElectroBeat Expo,Group Discount,26-35,Male,Public Transport,Hotel,169,439
2025-01-05 05:12:09.995013,RockNRebel Music Fest,General Admission,Under 18,Prefer not to say,Rideshare,Stay with Friends/Family,213,443
2025-01-06 05:12:09.995013,ElectroBeat Expo,Group Discount,Under 18,Non-binary,Public Transport,Hostel,224,8
2025-01-07 05:12:09.995013,Jazz & Jive Weekend,VIP,18-25,Male,Car,Stay with Friends/Family,267,321
2025-01-08 05:12:09.995013,Jazz & Jive Weekend,General Admission,46-55,Non-binary,Walk,Stay with Friends/Family,61,118
2025-01-09 05:12:09.995013,ElectroBeat Expo,Backstage Pass,Over 55,Prefer not to say,Rideshare,Hostel,210,268
2025-01-10 05:12:09.995013,ElectroBeat Expo,Backstage Pass,18-25,Male,Car,Hostel,185,254
2025-01-11 05:12:09.995013,Cosmic Sound Festival,General Admission,46-55,Non-binary,Public Transport,Hostel,156,496
2025-01-12 05:12:09.995013,ElectroBeat Expo,General Admission,18-25,Prefer not to say,Car,Camping,54,398
2025-01-13 05:12:09.995013,Retro Rewind Concert,VIP,46-55,Prefer not to say,Car,Camping,297,85
2025-01-14 05:12:09.995013,RockNRebel Music Fest,VIP,46-55,Prefer not to say,Walk,Hotel,81,344
2025-01-15 05:12:09.995013,ElectroBeat Expo,Group Discount,18-25,Female,Rideshare,Stay with Friends/Family,286,414
2025-01-16 05:12:09.995013,Cosmic Sound Festival,General Admission,36-45,Prefer not to say,Rideshare,Camping,269,436
2025-01-17 05:12:09.995013,Retro Rewind Concert,Group Discount,36-45,Prefer not to say,Walk,Hostel,127,211
2025-01-18 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,26-35,Male,Rideshare,Airbnb,197,473
2025-01-19 05:12:09.995013,RockNRebel Music Fest,Group Discount,26-35,Prefer not to say,Bike,Hotel,91,426
2025-01-20 05:12:09.995013,Cosmic Sound Festival,Group Discount,26-35,Male,Walk,Airbnb,230,70
2025-01-21 05:12:09.995013,Cosmic Sound Festival,Group Discount,46-55,Non-binary,Bike,Hotel,87,9
2025-01-22 05:12:09.995013,ElectroBeat Expo,Backstage Pass,36-45,Prefer not to say,Car,Camping,176,484
2025-01-23 05:12:09.995013,Jazz & Jive Weekend,General Admission,46-55,Non-binary,Walk,Camping,220,497
2025-01-24 05:12:09.995013,Retro Rewind Concert,Group Discount,26-35,Male,Walk,Stay with Friends/Family,198,357
2025-01-25 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,36-45,Male,Walk,Airbnb,153,188
2025-01-26 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,46-55,Non-binary,Rideshare,Camping,266,499
2025-01-27 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Over 55,Non-binary,Bike,Airbnb,273,299
2025-01-28 05:12:09.995013,Retro Rewind Concert,Backstage Pass,46-55,Prefer not to say,Car,Camping,132,436
2025-01-29 05:12:09.995013,Cosmic Sound Festival,Group Discount,36-45,Prefer not to say,Rideshare,Hostel,193,460
2025-01-30 05:12:09.995013,Retro Rewind Concert,General Admission,Under 18,Female,Public Transport,Hostel,221,234
2025-01-31 05:12:09.995013,Retro Rewind Concert,Backstage Pass,18-25,Male,Rideshare,Camping,161,69
2025-02-01 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Non-binary,Car,Hotel,218,138
2025-02-02 05:12:09.995013,Cosmic Sound Festival,VIP,Under 18,Prefer not to say,Bike,Hostel,256,53
2025-02-03 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Female,Public Transport,Hostel,232,369
2025-02-04 05:12:09.995013,Retro Rewind Concert,Group Discount,46-55,Male,Walk,Camping,245,260
2025-02-05 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Over 55,Female,Public Transport,Camping,160,348
2025-02-06 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Male,Walk,Hotel,135,477
2025-02-07 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Male,Bike,Camping,215,129
2025-02-08 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Male,Walk,Airbnb,66,386
2025-02-09 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Male,Car,Camping,225,293
2025-02-10 05:12:09.995013,RockNRebel Music Fest,VIP,26-35,Female,Car,Stay with Friends/Family,61,90
2025-02-11 05:12:09.995013,Jazz & Jive Weekend,General Admission,18-25,Non-binary,Public Transport,Airbnb,132,2
2025-02-12 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,26-35,Prefer not to say,Public Transport,Hostel,114,490
2025-02-13 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,36-45,Non-binary,Rideshare,Hostel,127,476
2025-02-14 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Under 18,Prefer not to say,Car,Stay with Friends/Family,249,76
2025-02-15 05:12:09.995013,ElectroBeat Expo,VIP,Over 55,Female,Bike,Stay with Friends/Family,88,170
2025-02-16 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Under 18,Non-binary,Car,Camping,66,476
2025-02-17 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Under 18,Non-binary,Walk,Hotel,62,300
2025-02-18 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,Under 18,Male,Public Transport,Airbnb,69,452
2025-02-19 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Prefer not to say,Rideshare,Camping,153,337
2025-02-20 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Male,Car,Hotel,265,140
2025-02-21 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,46-55,Prefer not to say,Walk,Hostel,185,141
2025-02-22 05:12:09.995013,Jazz & Jive Weekend,VIP,36-45,Female,Car,Hostel,173,318
2025-02-23 05:12:09.995013,ElectroBeat Expo,General Admission,Over 55,Female,Bike,Hostel,133,330
2025-02-24 05:12:09.995013,ElectroBeat Expo,Group Discount,36-45,Female,Walk,Airbnb,285,284
2025-02-25 05:12:09.995013,Cosmic Sound Festival,VIP,Under 18,Male,Public Transport,Airbnb,147,472
2025-02-26 05:12:09.995013,RockNRebel Music Fest,Group Discount,26-35,Prefer not to say,Public Transport,Camping,139,459
2025-02-27 05:12:09.995013,RockNRebel Music Fest,Group Discount,Over 55,Prefer not to say,Car,Hostel,137,108
2025-02-28 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Female,Rideshare,Hostel,93,22
2025-03-01 05:12:09.995013,Jazz & Jive Weekend,VIP,18-25,Prefer not to say,Car,Camping,140,150
2025-03-02 05:12:09.995013,RockNRebel Music Fest,General Admission,18-25,Female,Walk,Hotel,50,83
2025-03-03 05:12:09.995013,ElectroBeat Expo,Group Discount,46-55,Non-binary,Car,Camping,109,450
2025-03-04 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Male,Rideshare,Hostel,218,92
2025-03-05 05:12:09.995013,Jazz & Jive Weekend,VIP,Over 55,Male,Car,Airbnb,224,283
2025-03-06 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Prefer not to say,Walk,Stay with Friends/Family,135,15
2025-03-07 05:12:09.995013,Jazz & Jive Weekend,VIP,26-35,Female,Car,Hotel,181,359
2025-03-08 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Prefer not to say,Walk,Airbnb,54,113
2025-03-09 05:12:09.995013,Retro Rewind Concert,Group Discount,Under 18,Female,Rideshare,Camping,122,438
2025-03-10 05:12:09.995013,RockNRebel Music Fest,General Admission,Under 18,Male,Public Transport,Airbnb,197,374
2025-03-11 05:12:09.995013,Retro Rewind Concert,Backstage Pass,36-45,Female,Rideshare,Airbnb,236,148
2025-03-12 05:12:09.995013,Jazz & Jive Weekend,General Admission,Under 18,Male,Public Transport,Hostel,126,231
2025-03-13 05:12:09.995013,ElectroBeat Expo,General Admission,46-55,Male,Car,Stay with Friends/Family,212,363
2025-03-14 05:12:09.995013,Retro Rewind Concert,Group Discount,Over 55,Female,Public Transport,Hostel,104,480
2025-03-15 05:12:09.995013,RockNRebel Music Fest,VIP,46-55,Prefer not to say,Public Transport,Hostel,229,123
2025-03-16 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Non-binary,Car,Camping,181,278
2025-03-17 05:12:09.995013,Jazz & Jive Weekend,VIP,Under 18,Male,Public Transport,Stay with Friends/Family,69,131
2025-03-18 05:12:09.995013,Cosmic Sound Festival,VIP,46-55,Prefer not to say,Walk,Stay with Friends/Family,70,482
2025-03-19 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,26-35,Female,Bike,Hotel,235,210
2025-03-20 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Female,Walk,Camping,287,68
2025-03-21 05:12:09.995013,Retro Rewind Concert,Backstage Pass,46-55,Non-binary,Car,Airbnb,51,374
2025-03-22 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Female,Bike,Camping,241,230
2025-03-23 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Prefer not to say,Public Transport,Stay with Friends/Family,227,15
2025-03-24 05:12:09.995013,Retro Rewind Concert,VIP,Over 55,Female,Car,Hotel,168,202
2025-03-25 05:12:09.995013,RockNRebel Music Fest,General Admission,36-45,Non-binary,Car,Camping,99,325
2025-03-26 05:12:09.995013,ElectroBeat Expo,VIP,26-35,Non-binary,Public Transport,Camping,57,54
2025-03-27 05:12:09.995013,Cosmic Sound Festival,Group Discount,Under 18,Non-binary,Walk,Hostel,294,406
2025-03-28 05:12:09.995013,Jazz & Jive Weekend,VIP,18-25,Male,Public Transport,Hotel,196,82
2025-03-29 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,Over 55,Male,Walk,Hostel,291,429
2025-03-30 05:12:09.995013,Retro Rewind Concert,VIP,18-25,Male,Public Transport,Hotel,166,252
2025-03-31 05:12:09.995013,Jazz & Jive Weekend,VIP,18-25,Female,Rideshare,Stay with Friends/Family,296,286
2025-04-01 05:12:09.995013,RockNRebel Music Fest,VIP,26-35,Male,Rideshare,Airbnb,128,246
2025-04-02 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Female,Rideshare,Hotel,277,48
2025-04-03 05:12:09.995013,Retro Rewind Concert,Group Discount,Over 55,Prefer not to say,Car,Airbnb,171,269
2025-04-04 05:12:09.995013,Cosmic Sound Festival,Group Discount,Over 55,Non-binary,Public Transport,Airbnb,103,271
2025-04-05 05:12:09.995013,Cosmic Sound Festival,VIP,36-45,Female,Rideshare,Stay with Friends/Family,276,215
2025-04-06 05:12:09.995013,RockNRebel Music Fest,Group Discount,Under 18,Non-binary,Car,Camping,219,482
2025-04-07 05:12:09.995013,RockNRebel Music Fest,VIP,36-45,Prefer not to say,Public Transport,Airbnb,167,134
2025-04-08 05:12:09.995013,RockNRebel Music Fest,Group Discount,18-25,Female,Rideshare,Hotel,269,164
2025-04-09 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Prefer not to say,Car,Airbnb,97,424
2025-04-10 05:12:09.995013,Retro Rewind Concert,Backstage Pass,36-45,Female,Walk,Airbnb,69,3
2025-04-11 05:12:09.995013,Cosmic Sound Festival,VIP,26-35,Female,Walk,Stay with Friends/Family,79,313
2025-04-12 05:12:09.995013,RockNRebel Music Fest,Group Discount,36-45,Non-binary,Rideshare,Stay with Friends/Family,201,404
2025-04-13 05:12:09.995013,ElectroBeat Expo,VIP,46-55,Male,Walk,Airbnb,68,218
2025-04-14 05:12:09.995013,Retro Rewind Concert,VIP,18-25,Non-binary,Public Transport,Camping,194,62
2025-04-15 05:12:09.995013,RockNRebel Music Fest,Backstage Pass,Over 55,Male,Bike,Airbnb,86,317
2025-04-16 05:12:09.995013,ElectroBeat Expo,General Admission,26-35,Prefer not to say,Bike,Hostel,174,244
2025-04-17 05:12:09.995013,ElectroBeat Expo,Backstage Pass,26-35,Female,Walk,Stay with Friends/Family,137,240
2025-04-18 05:12:09.995013,ElectroBeat Expo,VIP,18-25,Prefer not to say,Car,Hotel,188,143
2025-04-19 05:12:09.995013,Jazz & Jive Weekend,VIP,Over 55,Prefer not to say,Rideshare,Airbnb,117,221
2025-04-20 05:12:09.995013,Cosmic Sound Festival,Group Discount,36-45,Female,Rideshare,Hostel,57,210
2025-04-21 05:12:09.995013,RockNRebel Music Fest,VIP,Over 55,Prefer not to say,Public Transport,Hotel,190,486
2025-04-22 05:12:09.995013,Jazz & Jive Weekend,VIP,36-45,Male,Public Transport,Hostel,254,243
2025-04-23 05:12:09.995013,Cosmic Sound Festival,General Admission,Over 55,Non-binary,Car,Hostel,140,102
2025-04-24 05:12:09.995013,ElectroBeat Expo,Group Discount,46-55,Male,Walk,Camping,70,449
2025-04-25 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,18-25,Non-binary,Rideshare,Camping,166,427
2025-04-26 05:12:09.995013,Retro Rewind Concert,VIP,Over 55,Female,Walk,Airbnb,58,171
2025-04-27 05:12:09.995013,Jazz & Jive Weekend,Group Discount,Under 18,Female,Rideshare,Hostel,77,287
2025-04-28 05:12:09.995013,Jazz & Jive Weekend,VIP,36-45,Non-binary,Rideshare,Stay with Friends/Family,252,388
2025-04-29 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,36-45,Prefer not to say,Rideshare,Airbnb,149,177
2025-04-30 05:12:09.995013,RockNRebel Music Fest,General Admission,Over 55,Male,Car,Hotel,55,322
2025-05-01 05:12:09.995013,Cosmic Sound Festival,General Admission,Over 55,Non-binary,Public Transport,Airbnb,245,175
2025-05-02 05:12:09.995013,Retro Rewind Concert,General Admission,Over 55,Female,Car,Hotel,191,394
2025-05-03 05:12:09.995013,Retro Rewind Concert,VIP,26-35,Male,Rideshare,Airbnb,217,271
2025-05-04 05:12:09.995013,Retro Rewind Concert,General Admission,26-35,Non-binary,Bike,Airbnb,194,122
2025-05-05 05:12:09.995013,Cosmic Sound Festival,General Admission,18-25,Male,Bike,Hotel,120,379
2025-05-06 05:12:09.995013,Cosmic Sound Festival,Backstage Pass,Under 18,Female,Car,Hotel,251,190
2025-05-07 05:12:09.995013,ElectroBeat Expo,VIP,18-25,Prefer not to say,Walk,Hotel,115,187
2025-05-08 05:12:09.995013,Jazz & Jive Weekend,Backstage Pass,26-35,Male,Car,Camping,214,454
2025-05-09 05:12:09.995013,Cosmic Sound Festival,Group Discount,26-35,Male,Rideshare,Hostel,221,250
2025-05-10 05:12:09.995013,ElectroBeat Expo,VIP,Under 18,Male,Bike,Hotel,285,190
2025-05-11 05:12:09.995013,Retro Rewind Concert,Backstage Pass,Over 55,Non-binary,Car,Airbnb,221,91
