Artist Name,Genre,Stage Location,Expected Audience Size,Actual Audience Size,Audience Engagement Score,Performance Duration,Setup Time,Tear Down Time,DateTime
Cluster Funk,Rock,DJ Tent,7538,59,4,106,23,34,08/01/2024 05:30:27 AM
Byte Beat,Electronic,Main Stage,7497,3654,6,36,20,41,08/01/2024 04:53:17 PM
The Algorithmics,Indie,DJ Tent,5357,1104,6,112,19,41,08/02/2024 02:37:08 PM
The Query Strings,Rock,Indie Arena,3978,6035,2,42,26,31,08/03/2024 07:27:39 AM
Bit Rate,Hip Hop,Indie Arena,6548,2745,2,108,15,36,08/04/2024 04:38:22 PM
Cluster Funk,Jazz,VIP Lounge,732,5847,2,77,33,20,08/06/2024 04:05:15 AM
Neural Nets,Hip Hop,VIP Lounge,8407,6950,3,54,26,36,08/06/2024 09:51:57 AM
Byte Beat,Jazz,Indie Arena,7578,5448,1,101,58,15,08/07/2024 10:28:39 AM
The Data Wranglers,Rock,Main Stage,1943,5708,9,71,25,32,08/09/2024 03:36:48 AM
Infinite Loop,Electronic,DJ Tent,2596,2504,9,43,48,21,08/10/2024 03:55:03 AM
Hello World,Indie,Indie Arena,9891,1865,2,97,24,53,08/11/2024 12:00:32 AM
Neural Nets,Rock,Main Stage,4477,5257,8,92,41,17,08/12/2024 02:22:52 AM
The Algorithmics,Hip Hop,DJ Tent,4237,4735,3,101,37,33,08/12/2024 08:57:11 AM
Cluster Funk,Rock,VIP Lounge,9454,4170,5,83,39,58,08/13/2024 09:18:58 AM
The Data Wranglers,Hip Hop,Indie Arena,6571,6618,2,114,18,16,08/15/2024 05:18:53 AM
Infinite Loop,Jazz,Main Stage,5895,7028,3,118,52,59,08/15/2024 09:20:36 AM
Recursive Rhythms,Electronic,Indie Arena,5570,4753,8,49,21,21,08/16/2024 03:20:45 PM
Cluster Funk,Jazz,Main Stage,8112,2703,5,119,15,42,08/17/2024 09:11:16 AM
Infinite Loop,Indie,VIP Lounge,5533,7907,1,72,55,17,08/18/2024 08:36:06 AM
The Algorithmics,Hip Hop,Main Stage,7429,4609,4,39,29,35,08/19/2024 05:31:21 PM
Random Forest,Indie,Main Stage,9564,9540,5,47,39,21,08/21/2024 06:24:31 AM
Parallel Processors,Rock,VIP Lounge,8999,1622,7,92,41,42,08/21/2024 05:08:10 PM
Parallel Processors,Jazz,Indie Arena,7127,8857,7,100,25,23,08/22/2024 09:09:09 AM
Recursive Rhythms,Indie,Indie Arena,3321,3625,7,50,59,16,08/23/2024 08:03:23 AM
Hello World,Hip Hop,DJ Tent,2955,7649,7,96,37,34,08/24/2024 07:17:55 PM
Byte Beat,Rock,Main Stage,3954,874,2,61,48,39,08/25/2024 09:07:02 AM
Segmentation Fault,Hip Hop,VIP Lounge,6627,1837,5,78,22,46,08/26/2024 10:44:19 AM
Cluster Funk,Rock,Indie Arena,5675,7397,3,116,33,30,08/27/2024 06:26:37 PM
Byte Beat,Hip Hop,VIP Lounge,5130,5567,9,36,57,44,08/28/2024 07:32:55 PM
The Algorithmics,Hip Hop,Indie Arena,1189,8645,3,83,43,31,08/29/2024 11:21:00 AM
Cluster Funk,Indie,Indie Arena,3358,8563,2,112,36,32,08/30/2024 11:00:39 PM
Syntax Error,Indie,Main Stage,5126,3372,9,115,49,49,08/31/2024 07:22:23 PM
Cache Miss,Hip Hop,Main Stage,7268,1631,2,79,15,55,09/01/2024 02:42:40 PM
Epsilon Greedy,Indie,Indie Arena,2509,3035,8,98,56,17,09/02/2024 09:32:18 PM
Recursive Rhythms,Indie,Main Stage,9610,2382,5,102,46,42,09/03/2024 09:40:40 AM
Neural Nets,Electronic,VIP Lounge,3772,1644,1,112,20,23,09/04/2024 06:11:17 PM
Cluster Funk,Rock,Indie Arena,4924,437,7,49,40,55,09/05/2024 10:03:44 AM
Random Forest,Jazz,Indie Arena,9333,1387,5,115,58,48,09/07/2024 06:39:48 AM
Cluster Funk,Rock,DJ Tent,9750,936,3,105,48,26,09/08/2024 12:09:26 AM
Recursive Rhythms,Rock,DJ Tent,1330,462,4,106,46,26,09/08/2024 01:53:37 PM
Cluster Funk,Rock,DJ Tent,6600,221,5,68,50,39,09/10/2024 06:49:13 AM
Segmentation Fault,Indie,Indie Arena,1597,4144,7,35,34,35,09/10/2024 06:14:40 PM
Bit Rate,Jazz,DJ Tent,2717,2993,6,31,44,43,09/12/2024 05:07:38 AM
Random Forest,Hip Hop,VIP Lounge,1250,7438,2,70,37,53,09/12/2024 10:59:24 PM
Neural Nets,Rock,DJ Tent,8973,2363,5,70,51,45,09/13/2024 12:25:42 PM
The Algorithmics,Rock,DJ Tent,6600,8230,2,66,22,46,09/14/2024 02:43:04 PM
Segmentation Fault,Jazz,Indie Arena,8086,4468,1,69,23,22,09/15/2024 10:23:53 AM
Syntax Error,Rock,Indie Arena,8420,2063,4,72,17,57,09/16/2024 12:35:21 PM
The Query Strings,Indie,DJ Tent,7020,4365,6,108,38,23,09/17/2024 11:04:54 AM
Infinite Loop,Indie,Main Stage,4414,9548,9,59,58,57,09/19/2024 03:07:55 AM
Neural Nets,Jazz,Main Stage,5456,7995,7,81,18,55,09/19/2024 11:52:18 AM
Neural Nets,Indie,Indie Arena,9862,6712,8,98,26,20,09/20/2024 07:56:24 PM
Cache Miss,Electronic,VIP Lounge,1283,9289,2,52,34,17,09/21/2024 10:25:35 PM
Syntax Error,Electronic,DJ Tent,8125,2216,1,56,23,37,09/22/2024 01:09:02 PM
Cache Miss,Jazz,Indie Arena,1731,2689,5,99,15,17,09/23/2024 09:32:36 PM
The Query Strings,Hip Hop,VIP Lounge,3177,4320,4,41,53,56,09/24/2024 10:22:40 AM
The Query Strings,Electronic,Main Stage,1202,7295,4,34,47,36,09/25/2024 10:01:37 PM
Segmentation Fault,Hip Hop,VIP Lounge,3554,9522,9,59,49,27,09/26/2024 01:00:32 PM
Cache Miss,Electronic,DJ Tent,9589,3429,2,70,35,37,09/27/2024 11:23:09 PM
Cache Miss,Hip Hop,VIP Lounge,737,4664,7,57,42,24,09/29/2024 06:47:42 AM
Recursive Rhythms,Rock,Main Stage,1638,2575,2,102,52,47,09/29/2024 07:02:56 PM
Parallel Processors,Indie,Main Stage,4622,4215,5,80,29,48,09/30/2024 11:50:26 PM
Bit Rate,Rock,Indie Arena,9631,6706,5,66,32,22,10/01/2024 07:36:27 PM
Cache Miss,Indie,VIP Lounge,2227,6620,5,30,48,26,10/02/2024 12:48:21 PM
Neural Nets,Electronic,Indie Arena,9698,7477,7,71,45,16,10/03/2024 10:22:46 PM
Random Forest,Electronic,VIP Lounge,1970,3151,3,31,33,30,10/04/2024 10:20:12 AM
Infinite Loop,Electronic,DJ Tent,4843,1031,2,61,29,49,10/06/2024 05:21:34 AM
Recursive Rhythms,Electronic,DJ Tent,3176,1786,9,56,54,19,10/06/2024 01:57:03 PM
Cluster Funk,Indie,VIP Lounge,2642,1568,8,89,37,40,10/08/2024 06:57:40 AM
Random Forest,Indie,Indie Arena,2069,7867,7,91,47,19,10/08/2024 08:55:33 PM
Epsilon Greedy,Rock,VIP Lounge,8289,2340,1,38,44,36,10/09/2024 10:23:51 AM
Syntax Error,Rock,VIP Lounge,2345,357,1,39,58,26,10/10/2024 11:23:21 PM
Cluster Funk,Indie,VIP Lounge,9961,7162,5,94,44,28,10/11/2024 09:41:30 PM
The Query Strings,Rock,Indie Arena,795,1121,3,70,19,48,10/12/2024 03:25:46 PM
The Query Strings,Rock,Main Stage,5039,7132,8,85,52,47,10/13/2024 07:22:19 AM
Segmentation Fault,Rock,VIP Lounge,3622,5585,8,103,39,53,10/14/2024 04:35:14 PM
Cache Miss,Rock,VIP Lounge,6158,796,6,61,26,37,10/16/2024 05:26:02 AM
Byte Beat,Rock,DJ Tent,653,6217,5,40,32,27,10/17/2024 06:38:18 AM
Segmentation Fault,Electronic,VIP Lounge,5995,3667,9,112,55,26,10/17/2024 03:27:10 PM
Random Forest,Electronic,VIP Lounge,8928,3717,6,47,15,50,10/19/2024 06:28:30 AM
Syntax Error,Electronic,Indie Arena,3722,8721,1,92,28,54,10/20/2024 07:04:41 AM
Neural Nets,Rock,DJ Tent,6662,1967,6,33,34,57,10/20/2024 11:19:26 PM
Parallel Processors,Indie,Indie Arena,5662,5720,7,89,58,22,10/21/2024 09:27:15 PM
Hello World,Rock,Main Stage,5448,5147,4,93,31,23,10/22/2024 08:03:25 AM
The Query Strings,Indie,DJ Tent,4710,4492,8,51,40,42,10/23/2024 03:31:29 PM
Byte Beat,Hip Hop,Indie Arena,8777,1479,6,63,18,31,10/24/2024 09:28:54 PM
The Algorithmics,Hip Hop,VIP Lounge,7871,8739,3,64,44,29,10/25/2024 11:57:06 PM
The Query Strings,Indie,Indie Arena,4840,3104,2,72,46,45,10/26/2024 04:10:41 PM
Epsilon Greedy,Hip Hop,Indie Arena,6037,5934,9,94,17,41,10/27/2024 02:07:14 PM
Parallel Processors,Hip Hop,VIP Lounge,7802,8744,2,91,48,30,10/29/2024 03:03:32 AM
The Query Strings,Electronic,VIP Lounge,9203,1170,2,65,52,20,10/30/2024 06:28:01 AM
Hello World,Electronic,Main Stage,8048,4772,6,69,34,53,10/31/2024 12:21:08 AM
The Data Wranglers,Hip Hop,Main Stage,4510,5598,7,51,17,42,10/31/2024 10:37:01 PM
Hello World,Hip Hop,DJ Tent,7363,4960,1,101,24,45,11/01/2024 09:00:10 PM
Hello World,Rock,Main Stage,6520,5723,7,34,39,30,11/02/2024 07:20:26 PM
Cache Miss,Indie,DJ Tent,5012,3363,8,92,17,58,11/03/2024 08:58:33 AM
The Data Wranglers,Jazz,VIP Lounge,6177,3066,6,95,50,33,11/04/2024 10:20:59 AM
Cache Miss,Indie,Indie Arena,2852,8802,4,95,53,26,11/06/2024 01:07:45 AM
Neural Nets,Electronic,VIP Lounge,8566,5138,6,65,45,23,11/07/2024 03:09:33 AM
Infinite Loop,Jazz,Indie Arena,3293,6179,6,57,19,38,11/08/2024 01:34:36 AM
Byte Beat,Jazz,Main Stage,8296,4522,2,55,57,26,11/08/2024 03:31:36 PM
Cluster Funk,Electronic,Main Stage,9460,6643,4,36,47,40,11/10/2024 02:41:07 AM
The Algorithmics,Jazz,Main Stage,1057,8003,4,40,41,31,11/10/2024 03:44:29 PM
The Data Wranglers,Indie,VIP Lounge,2840,1762,8,69,46,20,11/11/2024 06:05:38 PM
Segmentation Fault,Electronic,Indie Arena,1853,1705,5,32,27,15,11/13/2024 01:52:38 AM
Random Forest,Jazz,DJ Tent,3683,8336,6,42,33,19,11/14/2024 01:54:49 AM
Hello World,Jazz,DJ Tent,9524,1065,9,57,47,52,11/14/2024 03:19:13 PM
Epsilon Greedy,Electronic,VIP Lounge,3908,4657,8,81,36,57,11/15/2024 11:53:29 AM
The Algorithmics,Electronic,VIP Lounge,3769,9636,9,88,40,55,11/16/2024 04:37:50 PM
Segmentation Fault,Indie,Main Stage,2594,3023,3,93,30,48,11/17/2024 04:19:23 PM
The Algorithmics,Electronic,Indie Arena,6303,8780,5,40,29,59,11/18/2024 10:39:10 PM
Bit Rate,Electronic,Indie Arena,713,70,6,84,46,55,11/19/2024 12:41:27 PM
Cache Miss,Jazz,DJ Tent,9937,8790,2,60,29,45,11/20/2024 10:09:53 AM
Infinite Loop,Rock,Main Stage,2509,7526,7,46,27,17,11/21/2024 11:34:56 PM
The Algorithmics,Electronic,Main Stage,4027,1127,9,36,39,58,11/23/2024 12:00:33 AM
Byte Beat,Electronic,DJ Tent,7638,6922,1,97,24,55,11/23/2024 11:31:42 AM
Epsilon Greedy,Indie,Main Stage,8383,7727,4,64,39,34,11/25/2024 05:09:46 AM
Cluster Funk,Jazz,VIP Lounge,3559,9588,2,46,42,31,11/25/2024 09:22:52 PM
The Data Wranglers,Rock,DJ Tent,6279,8683,6,61,19,29,11/26/2024 11:36:59 AM
Epsilon Greedy,Jazz,DJ Tent,770,3618,4,51,25,48,11/27/2024 08:13:30 AM
The Algorithmics,Electronic,Indie Arena,663,5625,3,43,40,18,11/28/2024 07:26:11 PM
Hello World,Electronic,Indie Arena,8636,6844,8,63,57,32,11/29/2024 11:35:21 PM
The Algorithmics,Rock,Indie Arena,6961,424,7,32,28,45,11/30/2024 11:38:34 PM
Parallel Processors,Rock,DJ Tent,9415,3117,7,85,37,58,12/01/2024 10:06:26 PM
The Query Strings,Hip Hop,Main Stage,6439,8051,8,95,54,58,12/02/2024 09:15:31 AM
Cache Miss,Rock,VIP Lounge,2780,6413,8,31,56,57,12/03/2024 01:08:20 PM
Cluster Funk,Electronic,DJ Tent,2252,1997,7,108,39,24,12/04/2024 06:28:02 PM
Neural Nets,Electronic,Main Stage,8087,4122,3,71,59,53,12/06/2024 03:17:10 AM
Parallel Processors,Rock,Indie Arena,8657,9466,6,42,57,39,12/06/2024 06:55:20 PM
Recursive Rhythms,Jazz,Indie Arena,1053,6910,1,44,37,30,12/08/2024 01:13:58 AM
Syntax Error,Hip Hop,DJ Tent,9766,1591,5,47,25,51,12/08/2024 07:31:24 PM
The Algorithmics,Rock,DJ Tent,7906,2841,5,49,58,46,12/09/2024 08:52:12 PM
Epsilon Greedy,Hip Hop,Indie Arena,3598,2371,5,45,43,48,12/10/2024 10:49:21 PM
The Query Strings,Rock,Main Stage,8688,8382,7,53,27,47,12/11/2024 09:17:27 AM
Random Forest,Hip Hop,Main Stage,1746,6682,8,62,57,28,12/12/2024 12:34:28 PM
Infinite Loop,Hip Hop,Main Stage,8990,6841,1,99,22,58,12/13/2024 03:29:20 PM
Neural Nets,Electronic,DJ Tent,1201,6235,4,97,25,54,12/15/2024 06:56:14 AM
Byte Beat,Rock,Indie Arena,2284,6749,9,42,46,59,12/16/2024 05:43:07 AM
Syntax Error,Electronic,Indie Arena,7927,7308,1,43,23,46,12/17/2024 06:54:10 AM
Hello World,Indie,Indie Arena,8934,5676,5,117,32,40,12/17/2024 12:24:22 PM
Bit Rate,Indie,DJ Tent,4938,2158,7,65,37,48,12/19/2024 12:44:26 AM
Recursive Rhythms,Hip Hop,Main Stage,7634,6942,8,40,59,53,12/19/2024 12:18:26 PM
Neural Nets,Rock,Indie Arena,4364,9207,1,90,23,43,12/20/2024 02:28:46 PM
Cluster Funk,Electronic,DJ Tent,6217,651,4,84,57,47,12/21/2024 11:17:34 PM
Syntax Error,Electronic,VIP Lounge,936,4820,1,107,24,31,12/22/2024 07:41:16 AM
Syntax Error,Jazz,Indie Arena,8589,5548,4,36,25,27,12/23/2024 03:57:06 PM
Epsilon Greedy,Jazz,Main Stage,8117,7524,7,92,16,38,12/24/2024 09:06:15 AM
Cache Miss,Indie,Indie Arena,4886,1472,5,64,40,20,12/26/2024 02:34:39 AM
Hello World,Hip Hop,DJ Tent,6406,1678,5,67,56,49,12/26/2024 07:21:28 AM
Recursive Rhythms,Rock,Main Stage,1848,2014,5,60,38,18,12/28/2024 03:36:53 AM
Parallel Processors,Electronic,VIP Lounge,342,4574,1,107,24,49,12/29/2024 01:56:59 AM
Recursive Rhythms,Hip Hop,DJ Tent,9763,7359,8,46,54,48,12/29/2024 09:27:19 AM
Byte Beat,Hip Hop,VIP Lounge,5696,8481,6,67,54,59,12/30/2024 07:28:53 AM
Segmentation Fault,Rock,DJ Tent,4631,6054,1,108,37,31,12/31/2024 05:32:39 PM
Recursive Rhythms,Jazz,Main Stage,9957,6131,6,63,33,25,01/02/2025 05:54:01 AM
Syntax Error,Rock,DJ Tent,4948,810,8,61,49,27,01/03/2025 12:14:47 AM
Cluster Funk,Electronic,Main Stage,5192,6433,8,61,54,24,01/04/2025 01:20:44 AM
Random Forest,Indie,Indie Arena,9094,7192,8,45,45,17,01/04/2025 11:43:28 AM
The Query Strings,Jazz,VIP Lounge,6274,455,8,86,16,51,01/05/2025 06:10:09 PM
Infinite Loop,Electronic,DJ Tent,4644,6579,9,40,55,29,01/07/2025 03:37:47 AM
Cache Miss,Rock,Main Stage,5521,7120,9,61,51,44,01/07/2025 04:52:18 PM
The Query Strings,Electronic,Indie Arena,8473,9571,2,70,29,39,01/08/2025 07:05:58 PM
Infinite Loop,Indie,Indie Arena,267,2943,1,102,20,54,01/09/2025 01:58:59 PM
The Data Wranglers,Jazz,DJ Tent,1872,690,9,117,37,24,01/10/2025 10:44:20 AM
Infinite Loop,Rock,VIP Lounge,9941,4407,2,92,57,40,01/12/2025 06:17:37 AM
Byte Beat,Rock,DJ Tent,1043,3753,3,48,56,18,01/12/2025 03:17:30 PM
Segmentation Fault,Electronic,Main Stage,7309,8276,8,82,48,39,01/14/2025 01:07:13 AM
Neural Nets,Electronic,DJ Tent,8210,8246,1,67,38,25,01/14/2025 09:21:43 PM
Parallel Processors,Electronic,VIP Lounge,1830,6402,1,90,32,16,01/15/2025 07:31:10 AM
Parallel Processors,Hip Hop,Main Stage,6727,8666,4,75,37,29,01/16/2025 09:03:27 PM
Random Forest,Rock,DJ Tent,3158,8658,5,69,38,15,01/18/2025 01:34:08 AM
Segmentation Fault,Electronic,DJ Tent,2097,3701,9,49,40,54,01/18/2025 03:54:54 PM
Parallel Processors,Hip Hop,DJ Tent,1008,6172,8,32,20,57,01/20/2025 01:19:04 AM
Cluster Funk,Hip Hop,Indie Arena,1070,1979,9,101,21,41,01/21/2025 12:21:27 AM
Cache Miss,Indie,Main Stage,6513,1646,5,78,37,29,01/22/2025 04:12:38 AM
Cluster Funk,Indie,Main Stage,3919,737,7,41,20,43,01/23/2025 01:24:54 AM
Neural Nets,Hip Hop,DJ Tent,3169,9304,7,32,28,45,01/23/2025 10:21:30 AM
Recursive Rhythms,Hip Hop,DJ Tent,5358,7957,5,75,25,27,01/24/2025 11:22:36 PM
Epsilon Greedy,Indie,VIP Lounge,793,9251,6,58,21,32,01/26/2025 03:17:46 AM
Syntax Error,Hip Hop,VIP Lounge,8705,4564,9,47,45,42,01/26/2025 09:27:06 PM
Epsilon Greedy,Indie,DJ Tent,7228,2831,2,79,33,15,01/27/2025 12:34:05 PM
Segmentation Fault,Rock,VIP Lounge,8840,6255,6,59,31,28,01/28/2025 11:00:46 PM
Bit Rate,Rock,VIP Lounge,3228,150,3,48,36,18,01/29/2025 10:18:12 PM
Hello World,Hip Hop,VIP Lounge,7535,256,8,83,29,36,01/31/2025 01:00:13 AM
The Algorithmics,Jazz,VIP Lounge,1425,1852,2,83,24,19,02/01/2025 04:35:26 AM
The Query Strings,Jazz,Main Stage,1843,2913,8,68,16,44,02/01/2025 10:39:17 PM
The Data Wranglers,Rock,DJ Tent,9327,3250,3,53,51,52,02/03/2025 06:34:17 AM
Segmentation Fault,Electronic,DJ Tent,2091,8702,7,31,45,59,02/04/2025 01:14:34 AM
Byte Beat,Indie,DJ Tent,5558,5504,9,43,48,35,02/04/2025 02:52:30 PM
Epsilon Greedy,Rock,Main Stage,7320,3321,7,38,16,28,02/06/2025 12:08:02 AM
Bit Rate,Rock,DJ Tent,8408,5009,6,81,15,39,02/06/2025 07:56:50 PM
Cluster Funk,Electronic,Main Stage,8696,4025,7,84,40,47,02/07/2025 04:53:07 PM
Neural Nets,Rock,Indie Arena,801,7135,4,94,39,16,02/08/2025 01:43:04 PM
The Algorithmics,Rock,Indie Arena,5757,4709,6,65,34,26,02/09/2025 12:51:09 PM
Recursive Rhythms,Hip Hop,VIP Lounge,7827,2008,7,116,37,57,02/11/2025 03:31:34 AM
Hello World,Hip Hop,Main Stage,4781,6616,3,79,21,48,02/12/2025 01:53:20 AM
The Data Wranglers,Electronic,Indie Arena,9311,3357,4,97,23,53,02/12/2025 09:00:53 PM
The Query Strings,Jazz,VIP Lounge,9005,1860,3,76,49,27,02/14/2025 12:47:12 AM
Cluster Funk,Hip Hop,DJ Tent,6273,5756,8,80,53,40,02/15/2025 04:00:46 AM
Infinite Loop,Jazz,VIP Lounge,6501,7138,7,95,53,30,02/15/2025 07:03:31 PM
Byte Beat,Indie,VIP Lounge,6312,6684,6,52,49,53,02/16/2025 08:54:25 PM
The Query Strings,Jazz,Indie Arena,2192,566,3,60,52,45,02/17/2025 01:39:38 PM
Bit Rate,Jazz,Main Stage,715,7676,4,73,27,20,02/18/2025 11:20:27 AM
Hello World,Jazz,Indie Arena,7552,5196,1,47,18,29,02/19/2025 09:02:44 AM
Neural Nets,Jazz,DJ Tent,604,3973,5,65,36,29,02/20/2025 08:39:35 AM
Neural Nets,Jazz,Indie Arena,6398,8246,7,91,19,17,02/22/2025 12:04:11 AM
Epsilon Greedy,Indie,Indie Arena,5100,5725,2,91,33,30,02/22/2025 05:59:34 PM
The Algorithmics,Rock,VIP Lounge,1444,5668,6,90,55,28,02/23/2025 04:00:03 PM
Hello World,Rock,DJ Tent,8000,4025,7,102,30,42,02/25/2025 02:23:16 AM
The Query Strings,Indie,Indie Arena,1975,324,8,92,42,26,02/26/2025 01:48:07 AM
The Algorithmics,Indie,VIP Lounge,6017,5053,7,52,40,38,02/26/2025 04:52:46 PM
Bit Rate,Jazz,VIP Lounge,6919,8599,6,66,53,40,02/28/2025 01:02:22 AM
Recursive Rhythms,Electronic,Indie Arena,3501,570,3,114,16,42,02/28/2025 10:09:39 PM
Epsilon Greedy,Hip Hop,Indie Arena,5012,2450,5,39,34,41,03/02/2025 02:01:17 AM
Byte Beat,Rock,VIP Lounge,3998,6258,6,81,57,42,03/03/2025 05:36:13 AM
Parallel Processors,Hip Hop,Main Stage,4531,5869,6,86,52,55,03/03/2025 06:20:58 PM
Segmentation Fault,Electronic,Indie Arena,6909,2421,5,37,17,26,03/05/2025 02:25:59 AM
The Data Wranglers,Hip Hop,Main Stage,1463,6830,1,32,26,22,03/05/2025 08:13:37 AM
Byte Beat,Jazz,Indie Arena,7385,2467,3,82,20,46,03/06/2025 11:20:35 AM
The Algorithmics,Indie,Main Stage,8067,6636,7,88,18,17,03/07/2025 07:31:38 PM
The Query Strings,Hip Hop,DJ Tent,6854,5122,2,66,58,31,03/08/2025 12:41:13 PM
The Query Strings,Jazz,VIP Lounge,5148,613,9,83,37,19,03/10/2025 12:12:44 AM
The Data Wranglers,Indie,Indie Arena,8186,7195,4,58,33,51,03/10/2025 05:40:35 PM
Cache Miss,Indie,VIP Lounge,400,7993,2,100,15,41,03/11/2025 06:40:06 PM
The Data Wranglers,Electronic,Main Stage,8389,2806,8,110,39,29,03/13/2025 04:42:42 AM
The Query Strings,Hip Hop,Main Stage,4669,1728,4,77,41,48,03/13/2025 02:10:38 PM
Segmentation Fault,Jazz,VIP Lounge,7196,1458,9,36,16,55,03/14/2025 03:24:21 PM
Epsilon Greedy,Electronic,DJ Tent,784,1869,3,85,53,26,03/15/2025 08:13:36 AM
Recursive Rhythms,Indie,VIP Lounge,374,1009,2,93,18,48,03/17/2025 06:09:24 AM
Epsilon Greedy,Indie,VIP Lounge,3016,8854,8,91,32,32,03/17/2025 05:28:17 PM
Hello World,Electronic,Main Stage,4481,9340,6,116,51,47,03/18/2025 07:02:02 PM
Syntax Error,Indie,DJ Tent,6222,3351,7,86,35,46,03/19/2025 06:12:29 PM
Segmentation Fault,Hip Hop,Indie Arena,4119,5830,8,80,36,18,03/20/2025 11:40:15 AM
Infinite Loop,Jazz,Main Stage,3791,1812,3,71,17,55,03/21/2025 12:54:41 PM
The Algorithmics,Electronic,VIP Lounge,9679,5046,2,92,57,42,03/22/2025 10:49:30 PM
The Data Wranglers,Hip Hop,VIP Lounge,8797,9630,8,104,42,36,03/24/2025 04:11:41 AM
Neural Nets,Indie,Indie Arena,3793,1837,5,114,41,21,03/24/2025 01:09:32 PM
Hello World,Indie,Indie Arena,7112,9567,3,37,53,21,03/25/2025 09:21:02 AM
Hello World,Indie,Main Stage,6032,5379,1,59,23,21,03/27/2025 01:48:41 AM
Cache Miss,Jazz,Main Stage,8657,3135,9,49,25,39,03/28/2025 04:47:56 AM
Parallel Processors,Jazz,Main Stage,9405,2876,3,39,53,15,03/29/2025 05:36:16 AM
Parallel Processors,Rock,VIP Lounge,6052,586,4,53,16,17,03/29/2025 07:04:52 PM
Random Forest,Rock,DJ Tent,3490,3771,3,41,54,17,03/30/2025 08:16:57 PM
Infinite Loop,Rock,Indie Arena,1993,6636,3,100,23,56,03/31/2025 09:34:46 AM
The Algorithmics,Rock,VIP Lounge,1885,7589,6,102,17,31,04/01/2025 01:47:31 PM
Cluster Funk,Jazz,Indie Arena,1522,7945,3,74,52,35,04/02/2025 02:59:38 PM
Hello World,Hip Hop,DJ Tent,8855,5403,4,50,33,43,04/03/2025 11:00:14 PM
Infinite Loop,Jazz,VIP Lounge,3207,8544,6,103,46,42,04/04/2025 04:45:24 PM
Parallel Processors,Hip Hop,DJ Tent,9732,4891,4,57,58,26,04/05/2025 08:47:03 AM
Hello World,Hip Hop,Indie Arena,4345,3635,1,30,46,38,04/06/2025 11:29:07 PM
Random Forest,Jazz,Main Stage,224,4148,1,38,42,15,04/07/2025 11:29:31 AM
Byte Beat,Electronic,VIP Lounge,4809,4659,2,53,23,51,04/08/2025 09:12:05 PM
Cluster Funk,Rock,Main Stage,6238,8228,9,39,40,50,04/09/2025 01:27:16 PM
The Algorithmics,Indie,VIP Lounge,5604,3639,4,33,26,34,04/10/2025 05:29:10 PM
Infinite Loop,Jazz,VIP Lounge,6357,8353,5,45,35,32,04/12/2025 04:43:28 AM
The Query Strings,Jazz,VIP Lounge,2254,4454,3,60,31,18,04/13/2025 01:25:45 AM
The Data Wranglers,Hip Hop,VIP Lounge,6250,2528,7,81,53,51,04/13/2025 11:05:36 PM
Recursive Rhythms,Hip Hop,VIP Lounge,623,6297,9,78,49,33,04/14/2025 08:52:36 PM
Parallel Processors,Indie,VIP Lounge,2891,6909,2,87,35,47,04/16/2025 06:47:42 AM
Cache Miss,Indie,Indie Arena,6926,2812,2,62,56,19,04/16/2025 02:19:19 PM
The Query Strings,Rock,DJ Tent,5333,8988,8,85,42,16,04/18/2025 04:52:19 AM
Neural Nets,Hip Hop,Main Stage,4329,1898,2,102,38,47,04/19/2025 06:03:00 AM
Cache Miss,Rock,DJ Tent,2150,3310,7,57,19,24,04/19/2025 08:37:20 PM
Neural Nets,Hip Hop,VIP Lounge,6575,1412,5,98,26,54,04/21/2025 04:14:37 AM
Random Forest,Rock,Main Stage,5334,6533,7,119,29,36,04/21/2025 10:31:59 PM
Cache Miss,Hip Hop,Main Stage,1346,9547,1,80,18,35,04/23/2025 12:26:04 AM
Syntax Error,Rock,DJ Tent,5101,8166,5,65,16,40,04/23/2025 11:19:13 AM
Cluster Funk,Jazz,DJ Tent,1515,9264,2,98,52,26,04/24/2025 08:04:29 PM
Neural Nets,Hip Hop,Main Stage,4777,9207,3,88,51,39,04/26/2025 04:19:18 AM
Recursive Rhythms,Electronic,DJ Tent,2414,5684,9,112,50,42,04/26/2025 10:10:18 PM
The Data Wranglers,Rock,VIP Lounge,9698,8253,6,117,18,26,04/27/2025 04:24:00 PM
The Data Wranglers,Electronic,Indie Arena,5961,586,6,100,15,27,04/28/2025 07:57:07 AM
The Query Strings,Rock,VIP Lounge,1606,1659,6,47,50,37,04/30/2025 03:16:34 AM
Random Forest,Rock,Indie Arena,7368,6285,8,83,24,57,05/01/2025 06:55:45 AM
Random Forest,Jazz,Indie Arena,3710,8715,7,103,15,36,05/01/2025 07:51:38 PM
The Data Wranglers,Rock,Indie Arena,625,4398,3,87,35,52,05/02/2025 09:07:54 AM
Bit Rate,Rock,Main Stage,5753,8216,9,100,17,39,05/03/2025 07:28:06 PM
Cluster Funk,Rock,Indie Arena,2680,144,6,54,43,55,05/04/2025 03:55:18 PM
Recursive Rhythms,Jazz,VIP Lounge,6659,8640,5,43,55,54,05/05/2025 07:11:21 PM
Epsilon Greedy,Rock,VIP Lounge,4421,7854,6,72,58,38,05/06/2025 03:27:29 PM
Parallel Processors,Jazz,Main Stage,8464,1336,6,54,44,39,05/07/2025 01:50:14 PM
