Date,Day Of Week,Type Of Event,Location,Waste Collected (KG),Recycling Collected (KG),Compost Collected (KG),Water Usage (L),Power Consumption (kWh),Refill Stations Uses
12/30/2024 05:43:02 PM,Monday,Main Stage Performance,Main Stage,1015,841,257,11099,6046,532
12/31/2024 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,769,804,216,9751,5038,633
01/01/2025 05:43:02 PM,Wednesday,Main Stage Performance,DJ Tent,960,721,254,10653,5507,500
01/02/2025 05:43:02 PM,Friday,Indie Showcase,DJ Tent,982,740,224,11278,5511,613
01/03/2025 05:43:02 PM,Saturday,VIP Meet & Greet,Chillout Zone,1019,837,267,10177,5338,543
01/04/2025 05:43:02 PM,Friday,VIP Meet & Greet,Indie Arena,1025,728,234,10799,5027,521
01/05/2025 05:43:02 PM,Sunday,VIP Meet & Greet,DJ Tent,1129,809,240,11146,5420,572
01/06/2025 05:43:02 PM,Tuesday,VIP Meet & Greet,Main Stage,964,825,227,10246,5592,636
01/07/2025 05:43:02 PM,Wednesday,VIP Meet & Greet,VIP Lounge,1001,741,207,9743,5340,624
01/08/2025 05:43:02 PM,Saturday,Indie Showcase,Main Stage,899,744,261,10468,5646,611
01/09/2025 05:43:02 PM,Monday,Outdoor Cinema,Chillout Zone,795,831,251,10903,5552,525
01/10/2025 05:43:02 PM,Saturday,Indie Showcase,Indie Arena,770,749,245,11425,5963,521
01/11/2025 05:43:02 PM,Tuesday,Outdoor Cinema,Chillout Zone,712,819,218,9781,5383,628
01/12/2025 05:43:02 PM,Tuesday,VIP Meet & Greet,Chillout Zone,956,799,273,10076,5712,589
01/13/2025 05:43:02 PM,Monday,Outdoor Cinema,DJ Tent,1075,811,235,10294,5323,559
01/14/2025 05:43:02 PM,Tuesday,Outdoor Cinema,Chillout Zone,1143,817,240,10239,5709,524
01/15/2025 05:43:02 PM,Monday,Indie Showcase,DJ Tent,841,778,248,11267,6037,605
01/16/2025 05:43:02 PM,Monday,Outdoor Cinema,Indie Arena,1205,730,270,11411,5200,590
01/17/2025 05:43:02 PM,Saturday,Indie Showcase,Chillout Zone,1151,796,220,10660,5632,622
01/18/2025 05:43:02 PM,Tuesday,DJ Set,Main Stage,975,833,265,10892,5683,556
01/19/2025 05:43:02 PM,Monday,VIP Meet & Greet,Chillout Zone,1120,773,221,10970,5658,629
01/20/2025 05:43:02 PM,Sunday,Main Stage Performance,Indie Arena,719,834,263,10208,5381,570
01/21/2025 05:43:02 PM,Monday,Indie Showcase,VIP Lounge,1105,848,201,11070,5261,611
01/22/2025 05:43:02 PM,Saturday,Main Stage Performance,DJ Tent,816,835,226,10771,5957,514
01/23/2025 05:43:02 PM,Thursday,Indie Showcase,Chillout Zone,749,800,203,11280,5932,574
01/24/2025 05:43:02 PM,Thursday,Outdoor Cinema,Chillout Zone,765,845,212,11305,5336,567
01/25/2025 05:43:02 PM,Saturday,DJ Set,VIP Lounge,766,775,215,10123,5732,536
01/26/2025 05:43:02 PM,Thursday,Indie Showcase,Chillout Zone,960,820,236,10009,5867,623
01/27/2025 05:43:02 PM,Friday,DJ Set,Main Stage,880,733,273,9754,5208,615
01/28/2025 05:43:02 PM,Friday,Outdoor Cinema,Chillout Zone,875,803,242,11170,5029,543
01/29/2025 05:43:02 PM,Sunday,DJ Set,Chillout Zone,782,836,250,10750,5060,603
01/30/2025 05:43:02 PM,Tuesday,Indie Showcase,Chillout Zone,1140,813,240,11216,5050,573
01/31/2025 05:43:02 PM,Friday,Outdoor Cinema,VIP Lounge,804,747,226,9695,5553,543
02/01/2025 05:43:02 PM,Saturday,Main Stage Performance,Main Stage,1158,719,273,10526,5893,598
02/02/2025 05:43:02 PM,Tuesday,Outdoor Cinema,Chillout Zone,1253,754,231,11371,5623,618
02/03/2025 05:43:02 PM,Sunday,Outdoor Cinema,DJ Tent,1179,842,207,11169,5560,584
02/04/2025 05:43:02 PM,Friday,Indie Showcase,DJ Tent,769,771,233,10647,5737,523
02/05/2025 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,983,812,255,9963,5121,637
02/06/2025 05:43:02 PM,Saturday,VIP Meet & Greet,Main Stage,1141,772,234,10210,5952,561
02/07/2025 05:43:02 PM,Sunday,Outdoor Cinema,Chillout Zone,1013,781,268,10383,5389,615
02/08/2025 05:43:02 PM,Wednesday,Main Stage Performance,Chillout Zone,740,836,270,10372,5967,605
02/09/2025 05:43:02 PM,Monday,Outdoor Cinema,Chillout Zone,789,782,207,9891,5352,628
02/10/2025 05:43:02 PM,Sunday,DJ Set,VIP Lounge,963,740,270,10677,6040,534
02/11/2025 05:43:02 PM,Saturday,Outdoor Cinema,Chillout Zone,1111,795,217,11126,5535,531
02/12/2025 05:43:02 PM,Wednesday,DJ Set,Main Stage,920,776,257,10558,5132,559
02/13/2025 05:43:02 PM,Wednesday,Outdoor Cinema,DJ Tent,742,829,250,11228,5552,585
02/14/2025 05:43:02 PM,Monday,Main Stage Performance,Indie Arena,986,727,246,11292,5479,548
02/15/2025 05:43:02 PM,Saturday,DJ Set,Indie Arena,1162,836,222,9989,5786,580
02/16/2025 05:43:02 PM,Thursday,Main Stage Performance,Indie Arena,837,814,236,10625,5079,533
02/17/2025 05:43:02 PM,Friday,Main Stage Performance,VIP Lounge,800,772,252,10632,5353,610
02/18/2025 05:43:02 PM,Monday,Indie Showcase,DJ Tent,1151,739,244,11164,5104,530
02/19/2025 05:43:02 PM,Sunday,Main Stage Performance,Indie Arena,1218,784,207,10090,6002,552
02/20/2025 05:43:02 PM,Monday,DJ Set,DJ Tent,819,757,238,11219,5909,509
02/21/2025 05:43:02 PM,Wednesday,Outdoor Cinema,Main Stage,1229,727,255,10135,5377,598
02/22/2025 05:43:02 PM,Monday,Indie Showcase,Main Stage,820,825,221,10557,5911,581
02/23/2025 05:43:02 PM,Thursday,DJ Set,DJ Tent,1050,745,217,11053,5432,601
02/24/2025 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,1013,832,252,10047,5141,594
02/25/2025 05:43:02 PM,Wednesday,Outdoor Cinema,VIP Lounge,781,836,256,9924,5271,536
02/26/2025 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,945,756,237,10599,5518,537
02/27/2025 05:43:02 PM,Tuesday,Main Stage Performance,VIP Lounge,856,713,257,9709,5201,525
02/28/2025 05:43:02 PM,Friday,Indie Showcase,VIP Lounge,910,809,264,11277,5674,550
03/01/2025 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,921,710,228,11102,5854,538
03/02/2025 05:43:02 PM,Tuesday,DJ Set,Indie Arena,1224,785,223,11413,6072,508
03/03/2025 05:43:02 PM,Friday,VIP Meet & Greet,DJ Tent,1220,835,273,11233,5864,577
03/04/2025 05:43:02 PM,Saturday,VIP Meet & Greet,Main Stage,774,847,237,10174,5821,570
03/05/2025 05:43:02 PM,Saturday,VIP Meet & Greet,DJ Tent,852,827,206,10693,5967,614
03/06/2025 05:43:02 PM,Saturday,DJ Set,Chillout Zone,1233,787,273,11134,6057,610
03/07/2025 05:43:02 PM,Tuesday,VIP Meet & Greet,Chillout Zone,1055,742,246,10060,5196,545
03/08/2025 05:43:02 PM,Wednesday,DJ Set,Indie Arena,1217,706,261,11277,6062,519
03/09/2025 05:43:02 PM,Monday,Outdoor Cinema,DJ Tent,1206,715,267,10161,5847,511
03/10/2025 05:43:02 PM,Tuesday,DJ Set,Chillout Zone,1121,803,253,10857,5303,595
03/11/2025 05:43:02 PM,Saturday,Outdoor Cinema,Main Stage,1265,757,212,10733,5368,577
03/12/2025 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,814,825,268,11134,5851,580
03/13/2025 05:43:02 PM,Monday,Indie Showcase,VIP Lounge,795,769,200,11357,5184,508
03/14/2025 05:43:02 PM,Sunday,Main Stage Performance,Main Stage,1131,755,252,10788,6056,620
03/15/2025 05:43:02 PM,Friday,DJ Set,Main Stage,1264,825,261,11250,5947,511
03/16/2025 05:43:02 PM,Sunday,VIP Meet & Greet,Indie Arena,1218,717,251,11069,5334,529
03/17/2025 05:43:02 PM,Sunday,DJ Set,DJ Tent,1221,731,275,10415,5524,538
03/18/2025 05:43:02 PM,Sunday,Outdoor Cinema,Chillout Zone,885,800,217,9948,5655,618
03/19/2025 05:43:02 PM,Sunday,Indie Showcase,VIP Lounge,743,797,249,9740,5489,505
03/20/2025 05:43:02 PM,Sunday,Main Stage Performance,Indie Arena,1200,767,228,10608,5871,610
03/21/2025 05:43:02 PM,Wednesday,Indie Showcase,Chillout Zone,875,811,259,11078,5281,624
03/22/2025 05:43:02 PM,Wednesday,Outdoor Cinema,Indie Arena,1032,721,263,10329,5491,544
03/23/2025 05:43:02 PM,Saturday,DJ Set,VIP Lounge,1257,731,200,9931,5341,638
03/24/2025 05:43:02 PM,Monday,VIP Meet & Greet,Indie Arena,845,720,248,10779,5760,582
03/25/2025 05:43:02 PM,Sunday,Main Stage Performance,Main Stage,994,743,251,11160,6001,628
03/26/2025 05:43:02 PM,Wednesday,Main Stage Performance,DJ Tent,926,786,268,10476,5758,618
03/27/2025 05:43:02 PM,Saturday,Main Stage Performance,DJ Tent,810,841,205,10671,5055,512
03/28/2025 05:43:02 PM,Tuesday,VIP Meet & Greet,VIP Lounge,717,796,217,10018,5005,635
03/29/2025 05:43:02 PM,Monday,Indie Showcase,VIP Lounge,866,754,232,10892,5826,618
03/30/2025 05:43:02 PM,Thursday,Outdoor Cinema,Main Stage,883,841,262,9750,5704,546
03/31/2025 05:43:02 PM,Wednesday,Outdoor Cinema,VIP Lounge,1070,786,219,9749,5295,591
04/01/2025 05:43:02 PM,Sunday,Main Stage Performance,Main Stage,930,739,260,11102,5730,570
04/02/2025 05:43:02 PM,Friday,DJ Set,Indie Arena,740,828,241,11360,5780,538
04/03/2025 05:43:02 PM,Wednesday,VIP Meet & Greet,Indie Arena,754,751,208,10401,5595,597
04/04/2025 05:43:02 PM,Thursday,DJ Set,VIP Lounge,1268,757,200,10377,5666,612
04/05/2025 05:43:02 PM,Tuesday,Main Stage Performance,Chillout Zone,1064,729,204,11038,5543,586
04/06/2025 05:43:02 PM,Monday,Outdoor Cinema,Chillout Zone,975,814,249,10820,5623,565
04/07/2025 05:43:02 PM,Monday,Indie Showcase,Chillout Zone,1005,750,245,10021,5700,638
04/08/2025 05:43:02 PM,Saturday,Outdoor Cinema,DJ Tent,762,847,242,11262,5494,597
04/09/2025 05:43:02 PM,Wednesday,VIP Meet & Greet,DJ Tent,1128,787,243,11186,5514,611
04/10/2025 05:43:02 PM,Wednesday,DJ Set,Chillout Zone,1188,828,202,10633,5847,548
04/11/2025 05:43:02 PM,Tuesday,Indie Showcase,DJ Tent,914,835,214,10628,5152,504
04/12/2025 05:43:02 PM,Wednesday,DJ Set,Chillout Zone,1031,755,268,10317,5808,577
04/13/2025 05:43:02 PM,Monday,VIP Meet & Greet,Indie Arena,1086,795,271,11404,5935,529
04/14/2025 05:43:02 PM,Friday,DJ Set,Chillout Zone,1069,805,261,11032,5413,599
04/15/2025 05:43:02 PM,Friday,Outdoor Cinema,Chillout Zone,879,809,235,10441,5283,602
04/16/2025 05:43:02 PM,Wednesday,VIP Meet & Greet,Indie Arena,1263,754,219,9714,5086,512
04/17/2025 05:43:02 PM,Tuesday,DJ Set,Indie Arena,1047,761,209,10720,5476,517
04/18/2025 05:43:02 PM,Tuesday,Indie Showcase,Indie Arena,849,816,228,9905,5007,526
04/19/2025 05:43:02 PM,Friday,Indie Showcase,Indie Arena,956,785,271,10694,5829,602
04/20/2025 05:43:02 PM,Monday,VIP Meet & Greet,Main Stage,1074,713,263,10181,5107,608
04/21/2025 05:43:02 PM,Friday,Indie Showcase,Chillout Zone,880,823,272,10614,5124,559
04/22/2025 05:43:02 PM,Monday,Main Stage Performance,Main Stage,1258,735,216,10560,5283,599
04/23/2025 05:43:02 PM,Wednesday,Indie Showcase,Main Stage,876,716,257,10599,5657,565
04/24/2025 05:43:02 PM,Wednesday,Indie Showcase,VIP Lounge,1200,812,223,10637,5749,601
04/25/2025 05:43:02 PM,Thursday,Outdoor Cinema,Indie Arena,1036,757,255,9928,5320,557
04/26/2025 05:43:02 PM,Thursday,VIP Meet & Greet,Main Stage,1201,766,248,11085,5015,531
04/27/2025 05:43:02 PM,Monday,Main Stage Performance,DJ Tent,1140,708,232,10088,5470,504
04/28/2025 05:43:02 PM,Friday,Main Stage Performance,Indie Arena,1060,783,238,10055,5331,561
04/29/2025 05:43:02 PM,Saturday,Indie Showcase,VIP Lounge,727,842,257,10534,5213,587
04/30/2025 05:43:02 PM,Thursday,Outdoor Cinema,Chillout Zone,1073,745,220,10704,5130,639
05/01/2025 05:43:02 PM,Wednesday,Outdoor Cinema,Chillout Zone,1161,817,260,9852,5766,527
05/02/2025 05:43:02 PM,Friday,DJ Set,Main Stage,1019,775,203,11214,5664,629
05/03/2025 05:43:02 PM,Sunday,VIP Meet & Greet,Indie Arena,1025,807,208,11085,5475,570
05/04/2025 05:43:02 PM,Monday,Indie Showcase,Main Stage,1145,757,220,11077,5393,550
05/05/2025 05:43:02 PM,Thursday,Indie Showcase,VIP Lounge,1153,717,256,10710,5847,543
05/06/2025 05:43:02 PM,Monday,Outdoor Cinema,Main Stage,754,752,258,11428,5308,536
05/07/2025 05:43:02 PM,Tuesday,Main Stage Performance,Indie Arena,1207,742,203,11165,5780,511
05/08/2025 05:43:02 PM,Monday,Outdoor Cinema,Main Stage,909,806,206,11155,5832,577
05/09/2025 05:43:02 PM,Sunday,Indie Showcase,Main Stage,1168,817,235,10116,5489,638
05/10/2025 05:43:02 PM,Thursday,Main Stage Performance,Chillout Zone,949,834,203,10436,5707,587
05/11/2025 05:43:02 PM,Tuesday,Main Stage Performance,Chillout Zone,999,775,258,10395,5385,551
